energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.01072053,-1.93048052,1.73560657,-1.08104519,0.97259676,-0.66188077,0.00918549,-0.00450452,0.86170028,-0.67084433,0.19212603,-0.08754083,0.04418181,-0.00529355,0.87861208,-0.50409929
-5.99399700,3.02494342,-2.04659817,1.74361636,-1.15335379,0.98477460,-0.69241674,0.00877642,-0.00467482,0.87039401,-0.70285537,0.18990595,-0.09088232,0.04451388,-0.00598571,0.87634273,-0.54528905
-5.98799400,3.02567843,-2.16086535,1.74169103,-1.22605281,0.99282013,-0.72075224,0.00835622,-0.00488051,0.87407738,-0.73329263,0.18722095,-0.09455088,0.04463235,-0.00675346,0.87112739,-0.58721546
-5.98199100,3.01315848,-2.27206978,1.72993270,-1.29850795,0.99668193,-0.74652181,0.00792829,-0.00511782,0.87268659,-0.76184715,0.18412943,-0.09846643,0.04454523,-0.00759715,0.86319368,-0.62944446
-5.97598799,2.98789411,-2.37905297,1.70864141,-1.37007785,0.99639873,-0.76941711,0.00749607,-0.00538230,0.86625956,-0.78825330,0.18070184,-0.10254783,0.04426424,-0.00851630,0.85282965,-0.67152297
-5.96998499,2.95065335,-2.48072793,1.67830312,-1.44011768,0.99209572,-0.78919332,0.00706305,-0.00566889,0.85493293,-0.81229107,0.17701907,-0.10671496,0.04380423,-0.00950958,0.84037451,-0.71298702
-5.96398199,2.90243387,-2.57609444,1.63957242,-1.50798283,0.98397833,-0.80567336,0.00663275,-0.00597207,0.83893634,-0.83378664,0.17317041,-0.11089085,0.04318260,-0.01057471,0.82620761,-0.75337046
-5.95797899,2.84442868,-2.66425177,1.59325051,-1.57303268,0.97232394,-0.81875001,0.00620867,-0.00628591,0.81858415,-0.85261154,0.16925106,-0.11500353,0.04241859,-0.01170849,0.81073618,-0.79221386
-5.95197599,2.77798681,-2.74440850,1.54025956,-1.63463508,0.95747163,-0.82838571,0.00579426,-0.00660424,0.79426494,-0.86868036,0.16535933,-0.11898763,0.04153259,-0.01290674,0.79438238,-0.82907331
-5.94597299,2.70457039,-2.81588970,1.48161432,-1.69217143,0.93981047,-0.83461025,0.00539290,-0.00692071,0.76642926,-0.88194756,0.16159358,-0.12278576,0.04054549,-0.01416433,0.77757011,-0.86352897
-5.93996998,2.62570998,-2.87814130,1.41839207,-1.74504285,0.91976675,-0.83751644,0.00500780,-0.00722899,0.73557599,-0.89240349,0.15804915,-0.12634937,0.03947802,-0.01547517,0.76071220,-0.89519280
-5.93396698,2.54295961,-2.93073207,1.35170216,-1.79267742,0.89779060,-0.83725406,0.00464201,-0.00752280,0.70223799,-0.90007005,0.15481521,-0.12963931,0.03835026,-0.01683221,0.74419839,-0.92371563
-5.92796398,2.45785336,-2.97335337,1.28265603,-1.83453870,0.87434247,-0.83402243,0.00429829,-0.00779612,0.66696731,-0.90499632,0.15197181,-0.13262594,0.03718110,-0.01822752,0.72838457,-0.94879301
-5.92196098,2.37186476,-3.00581715,1.21233893,-1.87013523,0.84988000,-0.82806183,0.00397911,-0.00804325,0.63032068,-0.90725443,0.14958713,-0.13528884,0.03598803,-0.01965231,0.71358363,-0.97016993
-5.91595798,2.28637055,-3.02805239,1.14178403,-1.89903107,0.82484559,-0.81964440,0.00368659,-0.00825896,0.59284570,-0.90693591,0.14771514,-0.13761615,0.03478682,-0.02109693,0.70005824,-0.98764426
-5.90995498,2.20261967,-3.04010041,1.07194979,-1.92085685,0.79965514,-0.80906469,0.00342249,-0.00843856,0.55506810,-0.90414868,0.14639364,-0.13960358,0.03359149,-0.02255097,0.68801578,-1.00106879
-5.90395198,2.12170848,-3.04210925,1.00370126,-1.93532096,0.77468838,-0.79663039,0.00318815,-0.00857806,0.51748050,-0.89901473,0.14564290,-0.14125316,0.03241432,-0.02400328,0.67760540,-1.01035208
-5.89794897,2.04456286,-3.03432748,0.93779547,-1.94222036,0.75028091,-0.78265346,0.00298452,-0.00867419,0.48053294,-0.89166855,0.14546484,-0.14257185,0.03126598,-0.02544205,0.66891749,-1.01545801
-5.89194597,1.97192729,-3.01709737,0.87487140,-1.94145026,0.72671835,-0.76744205,0.00281219,-0.00872450,0.44462542,-0.88225608,0.14584278,-0.14357000,0.03015571,-0.02685491,0.66198528,-1.01640427
-5.88594297,1.90436121,-2.99084771,0.81544443,-1.93301209,0.70423258,-0.75129333,0.00267138,-0.00872741,0.41010247,-0.87093413,0.14674194,-0.14425986,0.02909159,-0.02822899,0.65678861,-1.01325992
-5.87993997,1.84224239,-2.95608619,0.75990520,-1.91701919,0.68300028,-0.73448749,0.00256202,-0.00868225,0.37724997,-0.85787002,0.14811046,-0.14465421,0.02808091,-0.02955107,0.65325968,-1.00614218
-5.87393697,1.78577687,-2.91339134,0.70852255,-1.89369944,0.66314364,-0.71728282,0.00248378,-0.00858923,0.34629393,-0.84324116,0.14988113,-0.14476510,0.02713041,-0.03080775,0.65129044,-0.99521263
-5.86793397,1.73501474,-2.86340407,0.66145027,-1.86339465,0.64473320,-0.69991218,0.00243618,-0.00844950,0.31740131,-0.82723436,0.15197357,-0.14460292,0.02624670,-0.03198563,0.65074152,-0.98067310
-5.86193097,1.68987112,-2.80681862,0.61873692,-1.82655610,0.62779262,-0.68258049,0.00241864,-0.00826504,0.29068257,-0.81004471,0.15429703,-0.14417578,0.02543651,-0.03307153,0.65145220,-0.96276129
-5.85592796,1.65015103,-2.74437314,0.58033831,-1.78373642,0.61230508,-0.66546346,0.00243059,-0.00803866,0.26619575,-0.79187369,0.15675349,-0.14348917,0.02470700,-0.03405278,0.65325114,-0.94174646
-5.84992496,1.61557716,-2.67683970,0.54613188,-1.73557769,0.59822109,-0.64870728,0.00247153,-0.00777390,0.24395178,-0.77292669,0.15924113,-0.14254611,0.02406598,-0.03491754,0.65596736,-0.91792518
-5.84392196,1.58581914,-2.60501404,0.51593228,-1.68279613,0.58546712,-0.63242920,0.00254113,-0.00747498,0.22392065,-0.75340966,0.16165790,-0.14134756,0.02352205,-0.03565513,0.65944120,-0.89161729
-5.83791896,1.56052292,-2.52970502,0.48950742,-1.62616402,0.57395478,-0.61671889,0.00263925,-0.00714665,0.20603825,-0.73352514,0.16390523,-0.13989320,0.02308473,-0.03625643,0.66353448,-0.86316225
-5.83191596,1.53933890,-2.45172422,0.46659441,-1.56648933,0.56359002,-0.60164038,0.00276608,-0.00679411,0.19021336,-0.71346768,0.16589153,-0.13818256,0.02276443,-0.03671422,0.66813970,-0.83291570
-5.82591296,1.52194739,-2.37187566,0.44691459,-1.50459416,0.55428178,-0.58723453,0.00292209,-0.00642292,0.17633464,-0.69341908,0.16753548,-0.13621625,0.02257237,-0.03702362,0.67318755,-0.80124646
-5.81990995,1.50808014,-2.29094621,0.43018718,-1.44129272,0.54594974,-0.57352184,0.00310808,-0.00603882,0.16427726,-0.67354353,0.16876888,-0.13399741,0.02252043,-0.03718243,0.67865244,-0.76853373
-5.81390695,1.49753675,-2.20969683,0.41614106,-1.37736999,0.53853069,-0.56050551,0.00332514,-0.00564769,0.15390897,-0.65398302,0.16953904,-0.13153318,0.02262085,-0.03719147,0.68455554,-0.73516462
-5.80790395,1.49019514,-2.12885499,0.40452418,-1.31356196,0.53198308,-0.54817471,0.00357465,-0.00525540,0.14509525,-0.63485346,0.16981046,-0.12883613,0.02288591,-0.03705488,0.69096515,-0.70153176
-5.80190095,1.48601540,-2.04910848,0.39511060,-1.25053835,0.52628964,-0.53650789,0.00385813,-0.00486774,0.13770371,-0.61624164,0.16956577,-0.12592552,0.02332746,-0.03678025,0.69799407,-0.66803104
-5.79589795,1.48503667,-1.97110083,0.38770466,-1.18888853,0.52145768,-0.52547607,0.00417722,-0.00449033,0.13160733,-0.59820343,0.16880594,-0.12282836,0.02395642,-0.03637884,0.70579399,-0.63505929
-5.78989495,1.48736726,-1.89542846,0.38214264,-1.12911131,0.51751729,-0.51504615,0.00453351,-0.00412858,0.12668666,-0.58076331,0.16754966,-0.11958019,0.02478221,-0.03586545,0.71454705,-0.60301185
-5.78389195,1.49316831,-1.82263948,0.37829184,-1.07160886,0.51451728,-0.50518397,0.00492838,-0.00378759,0.12283104,-0.56391539,0.16583192,-0.11622546,0.02581211,-0.03525843,0.72445468,-0.57227993
-5.77788894,1.50263195,-1.75323412,0.37604735,-1.01668490,0.51251922,-0.49585724,0.00536287,-0.00347220,0.11993881,-0.54762596,0.16370197,-0.11281760,0.02705064,-0.03457935,0.73572425,-0.54324777
-5.77188594,1.51595509,-1.68766652,0.37532696,-0.96454710,0.51158996,-0.48703819,0.00583748,-0.00318689,0.11791673,-0.53183737,0.16122055,-0.10941864,0.02849892,-0.03385268,0.74855416,-0.51628947
-5.76588294,1.53331036,-1.62634771,0.37606459,-0.91531331,0.51179301,-0.47870586,0.00635203,-0.00293585,0.11667871,-0.51647323,0.15845675,-0.10609845,0.03015409,-0.03310530,0.76311795,-0.49176548
-5.75987994,1.55481598,-1.56964923,0.37820278,-0.86902110,0.51317933,-0.47084798,0.00690546,-0.00272294,0.11614405,-0.50144448,0.15548453,-0.10293362,0.03200872,-0.03236592,0.77954840,-0.47001888
-5.75387694,1.58050630,-1.51790711,0.38168476,-0.82563985,0.51577822,-0.46346243,0.00749570,-0.00255171,0.11623542,-0.48665619,0.15237908,-0.10000604,0.03405045,-0.03166442,0.79792242,-0.45137137
-5.74787394,1.61030504,-1.47142572,0.38644676,-0.78508468,0.51958885,-0.45655814,0.00811957,-0.00242544,0.11687679,-0.47201446,0.14921328,-0.09740121,0.03626166,-0.03103107,0.81824769,-0.43611905
-5.74187094,1.64400301,-1.43048103,0.39241088,-0.74723126,0.52457299,-0.45015544,0.00877266,-0.00234713,0.11799138,-0.45743336,0.14605437,-0.09520631,0.03861935,-0.03049580,0.84045179,-0.42452811
-5.73586793,1.68124180,-1.39532285,0.39947926,-0.71193062,0.53064963,-0.44428583,0.00944934,-0.00231951,0.11950005,-0.44284117,0.14296102,-0.09350820,0.04109517,-0.03008734,0.86437473,-0.41683047
-5.72986493,1.72150496,-1.36617575,0.40752971,-0.67902317,0.53769168,-0.43899114,0.01014274,-0.00234505,0.12132003,-0.42818582,0.13998092,-0.09239128,0.04365570,-0.02983245,0.88976539,-0.41321951
-5.72386193,1.76411728,-1.34323830,0.41641322,-0.64835121,0.54552532,-0.43432208,0.01084481,-0.00242594,0.12336426,-0.41343906,0.13714909,-0.09193542,0.04626295,-0.02975514,0.91628225,-0.41384593
-5.71785893,1.80825294,-1.32668054,0.42595340,-0.61976925,0.55393195,-0.43033624,0.01154648,-0.00256404,0.12554133,-0.39859925,0.13448682,-0.09221387,0.04887498,-0.02987595,0.94349870,-0.41881386
-5.71185593,1.85295215,-1.31663954,0.43594810,-0.59315174,0.56265280,-0.42709559,0.01223778,-0.00276084,0.12775609,-0.38369250,0.13200137,-0.09329129,0.05144685,-0.03021131,0.97091275,-0.42817725
-5.70585293,1.89714591,-1.31321316,0.44617279,-0.56839805,0.57139609,-0.42466346,0.01290811,-0.00301741,0.12991083,-0.36877223,0.12968650,-0.09522195,0.05393168,-0.03077300,0.99796086,-0.44193677
-5.69984992,1.93968770,-1.31645216,0.45638585,-0.54543448,0.57984627,-0.42310124,0.01354649,-0.00333431,0.13190711,-0.35391707,0.12752351,-0.09804796,0.05628184,-0.03156771,1.02403536,-0.46003700
-5.69384692,1.97939072,-1.32635101,0.46633521,-0.52421359,0.58767497,-0.42246475,0.01414183,-0.00371146,0.13364793,-0.33922735,0.12548300,-0.10179781,0.05845027,-0.03259672,1.04850464,-0.48236428
-5.68784392,2.01506872,-1.34283776,0.47576603,-0.50471095,0.59455309,-0.42280052,0.01468329,-0.00414810,0.13504028,-0.32482032,0.12352707,-0.10648501,0.06039185,-0.03385570,1.07073516,-0.50874506
-5.68184092,2.04557848,-1.36576347,0.48442898,-0.48691990,0.60016327,-0.42414203,0.01516058,-0.00464264,0.13599787,-0.31082436,0.12161176,-0.11210690,0.06206475,-0.03533468,1.09011429,-0.53894490
-5.67583792,2.06986172,-1.39489191,0.49208863,-0.47084468,0.60421226,-0.42650607,0.01556429,-0.00519254,0.13644378,-0.29737255,0.11968982,-0.11864374,0.06343175,-0.03701809,1.10607276,-0.57266816
-5.66983492,2.08698427,-1.42988998,0.49853150,-0.45649268,0.60644227,-0.42988937,0.01588620,-0.00579428,0.13631303,-0.28459600,0.11771340,-0.12605794,0.06446138,-0.03888499,1.11810569,-0.60955852
-5.66383192,2.09617063,-1.47031968,0.50357326,-0.44386620,0.60664091,-0.43426564,0.01611952,-0.00644322,0.13555475,-0.27261713,0.11563668,-0.13429359,0.06512892,-0.04090939,1.12579122,-0.64920034
-5.65782891,2.09683211,-1.51563224,0.50706485,-0.43295455,0.60464915,-0.43958315,0.01625914,-0.00713359,0.13413399,-0.26154341,0.11341823,-0.14327627,0.06541720,-0.04306071,1.12880575,-0.69112107
-5.65182591,2.08858729,-1.56516502,0.50889700,-0.42372686,0.60036679,-0.44576299,0.01630179,-0.00785847,0.13203287,-0.25146181,0.11102308,-0.15291310,0.06531713,-0.04530433,1.12693516,-0.73479475
-5.64582291,2.07127389,-1.61814192,0.50900323,-0.41612612,0.59375538,-0.45269814,0.01624615,-0.00860979,0.12925122,-0.24243423,0.10842438,-0.16309324,0.06482791,-0.04760227,1.12008155,-0.77964677
-5.63981991,2.04495160,-1.67367752,0.50736099,-0.41006489,0.58483836,-0.46025343,0.01609289,-0.00937838,0.12580643,-0.23449406,0.10560452,-0.17368879,0.06395702,-0.04991395,1.10826528,-0.82506007
-5.63381691,2.00989616,-1.73078569,0.50399106,-0.40542291,0.57369854,-0.46826656,0.01584461,-0.01015415,0.12173277,-0.22764417,0.10255584,-0.18455612,0.06271990,-0.05219702,1.09162231,-0.87038273
-5.62781391,1.96658498,-1.78839253,0.49895541,-0.40204669,0.56047317,-0.47655017,0.01550579,-0.01092615,0.11708003,-0.22185625,0.09928087,-0.19553776,0.06113933,-0.05440824,1.07039717,-0.91493725
-5.62181091,1.91567555,-1.84535399,0.49235348,-0.39975122,0.54534687,-0.48489501,0.01508261,-0.01168285,0.11191162,-0.21707157,0.09579214,-0.20646478,0.05924461,-0.05650448,1.04493209,-0.95803127
-5.61580790,1.85797788,-1.90047775,0.48431745,-0.39832365,0.52854291,-0.49307422,0.01458274,-0.01241230,0.10630227,-0.21320312,0.09211154,-0.21715972,0.05707056,-0.05844361,1.01565281,-0.99896990
-5.60980490,1.79442245,-1.95254921,0.47500652,-0.39752876,0.51031341,-0.50084871,0.01401509,-0.01310248,0.10033539,-0.21013897,0.08826943,-0.22744012,0.05465628,-0.06018552,0.98305213,-1.03706940
-5.60380190,1.72602569,-2.00036086,0.46460082,-0.39711597,0.49092888,-0.50797351,0.01338952,-0.01374153,0.09410020,-0.20774672,0.08430352,-0.23712243,0.05204396,-0.06169305,0.94767190,-1.07167201
-5.59779890,1.65385437,-2.04274426,0.45329508,-0.39682749,0.47066781,-0.51420483,0.01271654,-0.01431809,0.08768889,-0.20587877,0.08025757,-0.24602639,0.04927751,-0.06293288,0.91008441,-1.10216166
-5.59179590,1.57899090,-2.07860365,0.44129240,-0.39640726,0.44980667,-0.51930794,0.01200700,-0.01482161,0.08119375,-0.20437820,0.07617993,-0.25397971,0.04640129,-0.06387637,0.87087413,-1.12798000
-5.58579290,1.50250089,-2.10694997,0.42879858,-0.39561028,0.42861089,-0.52306521,0.01127181,-0.01524264,0.07470457,-0.20308505,0.07212219,-0.26082281,0.04345888,-0.06450029,0.83062045,-1.14864242
-5.57978989,1.42540424,-2.12693413,0.41601694,-0.39421180,0.40732714,-0.52528442,0.01052161,-0.01557311,0.06830626,-0.20184253,0.06813777,-0.26641368,0.04049197,-0.06478739,0.78988223,-1.16375331
-5.57378689,1.34865082,-2.13787797,0.40314401,-0.39201609,0.38617721,-0.52580668,0.00976654,-0.01580659,0.06207685,-0.20050320,0.06428060,-0.27063242,0.03753938,-0.06472691,0.74918459,-1.17302014
-5.56778389,1.27310117,-2.13930178,0.39036605,-0.38886426,0.36535352,-0.52451388,0.00901603,-0.01593849,0.05608589,-0.19893452,0.06060389,-0.27338541,0.03463632,-0.06431483,0.70900828,-1.17626554
-5.56178089,1.19951277,-2.13094686,0.37785640,-0.38464097,0.34501653,-0.52133511,0.00827858,-0.01596616,0.05039332,-0.19702387,0.05715906,-0.27460891,0.03181373,-0.06355400,0.66978186,-1.17343686
-5.55577789,1.12853161,-2.11279220,0.36577373,-0.37927958,0.32529375,-0.51625189,0.00756169,-0.01588903,0.04504872,-0.19468258,0.05399469,-0.27427191,0.02909792,-0.06245410,0.63187656,-1.16461272
-5.54977489,1.06068884,-2.08506405,0.35426081,-0.37276559,0.30628041,-0.50930178,0.00687172,-0.01570860,0.04009097,-0.19184895,0.05115568,-0.27237795,0.02651036,-0.06103136,0.59560387,-1.15000597
-5.54377189,0.99640195,-2.04823788,0.34344401,-0.36513834,0.28804140,-0.50058018,0.00621386,-0.01542839,0.03554840,-0.18849021,0.04868245,-0.26896603,0.02406766,-0.05930812,0.56121534,-1.12996278
-5.53776888,0.93597964,-2.00303215,0.33343303,-0.35649072,0.27061433,-0.49024010,0.00559215,-0.01505381,0.03143910,-0.18460314,0.04661018,-0.26411028,0.02178174,-0.05731226,0.52890438,-1.10495766
-5.53176588,0.87962969,-1.95039395,0.32432098,-0.34696708,0.25401338,-0.47848987,0.00500948,-0.01459206,0.02777162,-0.18021367,0.04496819,-0.25791857,0.01966004,-0.05507641,0.49880963,-1.07558439
-5.52576288,0.82746876,-1.89147661,0.31618437,-0.33675927,0.23823358,-0.46558863,0.00446771,-0.01405180,0.02454585,-0.17537514,0.04377932,-0.25052996,0.01770601,-0.05263710,0.47101937,-1.04254298
-5.51975988,0.77953344,-1.82760990,0.30908317,-0.32610113,0.22325528,-0.45183981,0.00396770,-0.01344297,0.02175401,-0.17016562,0.04305938,-0.24211104,0.01591952,-0.05003377,0.44557659,-1.00662291
-5.51375688,0.73579167,-1.76026387,0.30306067,-0.31526143,0.20904856,-0.43758266,0.00350947,-0.01277645,0.01938175,-0.16468427,0.04281665,-0.23285144,0.01429736,-0.04730776,0.42248434,-0.96868324
-5.50775388,0.69615387,-1.69100721,0.29814317,-0.30453567,0.19557723,-0.42318223,0.00309230,-0.01206375,0.01740926,-0.15904681,0.04305141,-0.22295848,0.01283388,-0.04450120,0.40171104,-0.92963009
-5.50175088,0.66048335,-1.62146183,0.29433956,-0.29423692,0.18280246,-0.40901794,0.00271489,-0.01131669,0.01581237,-0.15338060,0.04375564,-0.21265133,0.01152141,-0.04165600,0.38319542,-0.89039219
-5.49574787,0.62860567,-1.55325500,0.29164079,-0.28468599,0.17068567,-0.39547131,0.00237542,-0.01054708,0.01456360,-0.14781915,0.04491278,-0.20215470,0.01035086,-0.03881279,0.36685109,-0.85189542
-5.48974487,0.60031668,-1.48797081,0.29001938,-0.27620128,0.15919079,-0.38291317,0.00207173,-0.00976641,0.01363312,-0.14249659,0.04649762,-0.19169247,0.00931218,-0.03601005,0.35257058,-0.81503701
-5.48374187,0.57538934,-1.42710262,0.28942915,-0.26908862,0.14828585,-0.37169095,0.00180143,-0.00898562,0.01298968,-0.13754214,0.04847647,-0.18148140,0.00839475,-0.03328320,0.34022876,-0.78066042
-5.47773887,0.55357946,-1.37200806,0.28980524,-0.26363132,0.13794387,-0.36211639,0.00156197,-0.00821479,0.01260135,-0.13307487,0.05080748,-0.17172514,0.00758779,-0.03066393,0.32968601,-0.74953159
-5.47173587,0.53463037,-1.32386830,0.29106462,-0.26008082,0.12814314,-0.35445432,0.00135075,-0.00746303,0.01243624,-0.12919889,0.05344121,-0.16260871,0.00688063,-0.02817962,0.32079092,-0.72231750
-5.46573287,0.51827712,-1.28365274,0.29310731,-0.25864814,0.11886705,-0.34891274,0.00116519,-0.00673828,0.01246310,-0.12599921,0.05632154,-0.15429370,0.00626298,-0.02585294,0.31338292,-0.69956758
-5.45972986,0.50425021,-1.25209055,0.29581825,-0.25949642,0.11010354,-0.34563483,0.00100279,-0.00604723,0.01265187,-0.12353833,0.05938680,-0.14691426,0.00572511,-0.02370154,0.30729486,-0.68169870
-5.45372686,0.49227929,-1.22964975,0.29907002,-0.26273475,0.10184427,-0.34469301,0.00086117,-0.00539525,0.01297412,-0.12185377,0.06257118,-0.14057401,0.00525798,-0.02173804,0.30235580,-0.66898419
-5.44772386,0.48209695,-1.21652475,0.30272631,-0.26841350,0.09408366,-0.34608546,0.00073811,-0.00478642,0.01340346,-0.12095652,0.06580640,-0.13534393,0.00485336,-0.01997000,0.29839387,-0.66154715
-5.44172086,0.47344294,-1.21263260,0.30664614,-0.27652136,0.08681793,-0.34973515,0.00063157,-0.00422353,0.01391589,-0.12083052,0.06902361,-0.13126129,0.00450387,-0.01840014,0.29523960,-0.65935849
-5.43571786,0.46606861,-1.21761808,0.31068861,-0.28698409,0.08004421,-0.35549157,0.00053970,-0.00370820,0.01449009,-0.12143316,0.07215540,-0.12832957,0.00420305,-0.01702666,0.29272938,-0.66223944
-5.42971486,0.45974176,-1.23086743,0.31471804,-0.29966522,0.07375976,-0.36313497,0.00046085,-0.00324090,0.01510767,-0.12269676,0.07513787,-0.12651945,0.00394536,-0.01584366,0.29070918,-0.66986878
-5.42371186,0.45425165,-1.25153032,0.31860925,-0.31436862,0.06796144,-0.37238312,0.00039360,-0.00282114,0.01575337,-0.12453096,0.07791277,-0.12577063,0.00372622,-0.01484161,0.28903842,-0.68179429
-5.41770885,0.44941408,-1.27854918,0.32225258,-0.33084302,0.06264538,-0.38290031,0.00033668,-0.00244758,0.01641518,-0.12682593,0.08042948,-0.12599460,0.00354197,-0.01400797,0.28759366,-0.69744820
-5.41170585,0.44507603,-1.31069494,0.32555851,-0.34878831,0.05780685,-0.39430817,0.00028907,-0.00211817,0.01708441,-0.12945630,0.08264683,-0.12707813,0.00338995,-0.01332776,0.28627210,-0.71616613
-5.40570285,0.44111987,-1.34660798,0.32846145,-0.36786353,0.05344038,-0.40619810,0.00024991,-0.00183033,0.01775571,-0.13228556,0.08453460,-0.12888744,0.00326842,-0.01278419,0.28499460,-0.73720874
-5.39969985,0.43746659,-1.38484274,0.33092242,-0.38769633,0.04954007,-0.41814468,0.00021852,-0.00158103,0.01842695,-0.13517092,0.08607475,-0.13127279,0.00317665,-0.01235928,0.28370796,-0.75978567
-5.39369685,0.43407785,-1.42391457,0.33293050,-0.40789368,0.04609998,-0.42971956,0.00019443,-0.00136698,0.01909906,-0.13796823,0.08726220,-0.13407354,0.00311488,-0.01203450,0.28238637,-0.78308056
-5.38769385,0.43095664,-1.46234702,0.33450274,-0.42805335,0.04311470,-0.44050537,0.00017732,-0.00118476,0.01977576,-0.14053703,0.08810511,-0.13712333,0.00308433,-0.01179131,0.28103180,-0.80627666
-5.38169085,0.42814634,-1.49871799,0.33568267,-0.44777597,0.04057987,-0.45010908,0.00016706,-0.00103086,0.02046319,-0.14274529,0.08862478,-0.14025539,0.00308723,-0.01161166,0.27967335,-0.82858191
-5.37568784,0.42572815,-1.53170303,0.33653717,-0.46667709,0.03849276,-0.45817417,0.00016372,-0.00090186,0.02116952,-0.14447380,0.08885499,-0.14330766,0.00312679,-0.01147848,0.27836537,-0.84925264
-5.36968484,0.42381693,-1.56011415,0.33715205,-0.48439876,0.03685274,-0.46439136,0.00016752,-0.00079447,0.02190438,-0.14562003,0.08884095,-0.14612767,0.00320720,-0.01137603,0.27718456,-0.86761517
-5.36368184,0.42255559,-1.58293306,0.33762644,-0.50062039,0.03566167,-0.46850728,0.00017888,-0.00070557,0.02267838,-0.14610129,0.08863786,-0.14857700,0.00333360,-0.01129024,0.27622601,-0.88308437
-5.35767884,0.42210828,-1.59933725,0.33806631,-0.51506816,0.03492415,-0.47033090,0.00019841,-0.00063230,0.02350247,-0.14585706,0.08830912,-0.15053520,0.00351203,-0.01120888,0.27559855,-0.89517867
-5.35167584,0.42265266,-1.60871852,0.33857750,-0.52752278,0.03464765,-0.46973751,0.00022694,-0.00057208,0.02438740,-0.14485050,0.08792436,-0.15190294,0.00374935,-0.01112174,0.27541941,-0.90353102
-5.34567284,0.42437174,-1.61069312,0.33925866,-0.53782516,0.03484243,-0.46667007,0.00026548,-0.00052261,0.02534311,-0.14306902,0.08755730,-0.15260446,0.00405316,-0.01102070,0.27580864,-0.90789532
-5.33966983,0.42744554,-1.60510345,0.34019454,-0.54587976,0.03552127,-0.46113809,0.00031527,-0.00048193,0.02637825,-0.14052388,0.08728364,-0.15258914,0.00443168,-0.01089966,0.27688350,-0.90814842
-5.33366683,0.43204317,-1.59201163,0.34144998,-0.55165550,0.03669913,-0.45321411,0.00037779,-0.00044836,0.02749975,-0.13724904,0.08717896,-0.15183217,0.00489354,-0.01075455,0.27875312,-0.90428751
-5.32766383,0.43831566,-1.57168531,0.34306513,-0.55518408,0.03839256,-0.44302806,0.00045473,-0.00042055,0.02871243,-0.13329911,0.08731685,-0.15033435,0.00544765,-0.01058310,0.28151372,-0.89642337
-5.32166083,0.44638982,-1.54457679,0.34505201,-0.55655599,0.04061898,-0.43075986,0.00054805,-0.00039745,0.03001886,-0.12874668,0.08776731,-0.14812103,0.00610295,-0.01038476,0.28524461,-0.88476977
-5.31565783,0.45636352,-1.51129660,0.34739278,-0.55591408,0.04339591,-0.41663067,0.00065994,-0.00037830,0.03141919,-0.12367911,0.08859545,-0.14524027,0.00686817,-0.01016041,0.29000513,-0.86962963
-5.30965483,0.46830256,-1.47258278,0.35003983,-0.55344542,0.04674002,-0.40089325,0.00079289,-0.00036265,0.03291126,-0.11819490,0.08986054,-0.14176038,0.00775150,-0.00991218,0.29583274,-0.85137879
