energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.52725752,0.01092174,0.17260782,0.48648538,0.29058944,0.01343172,0.57110124,0.67934734,0.11720716
-5.99399700,1.48058090,0.01182441,0.16722800,0.46858401,0.28021342,0.01305660,0.55787503,0.65327592,0.11267822
-5.98799400,1.43296273,0.01274206,0.16159583,0.44943962,0.27052973,0.01267475,0.54374013,0.62610083,0.10802964
-5.98199100,1.38438117,0.01365791,0.15573593,0.42921355,0.26141046,0.01228465,0.52872404,0.59799136,0.10327747
-5.97598799,1.33488296,0.01455457,0.14968007,0.40809877,0.25273892,0.01188560,0.51288212,0.56914898,0.09844412
-5.96998499,1.28457252,0.01541441,0.14346548,0.38631123,0.24441058,0.01147761,0.49629223,0.53979875,0.09355694
-5.96398199,1.23360046,0.01621999,0.13713315,0.36408118,0.23633360,0.01106132,0.47904942,0.51018049,0.08864675
-5.95797899,1.18215249,0.01695454,0.13072619,0.34164458,0.22842923,0.01063789,0.46126094,0.48054015,0.08374643
-5.95197599,1.13043951,0.01760240,0.12428840,0.31923529,0.22063198,0.01020890,0.44304208,0.45112194,0.07888963
-5.94597299,1.07868951,0.01814949,0.11786303,0.29707826,0.21288995,0.00977629,0.42451279,0.42216156,0.07410959
-5.93996998,1.02714174,0.01858375,0.11149187,0.27538387,0.20516504,0.00934230,0.40579544,0.39388080,0.06943834
-5.93396698,0.97604309,0.01889549,0.10521465,0.25434381,0.19743339,0.00890938,0.38701349,0.36648365,0.06490596
-5.92796398,0.92564679,0.01907770,0.09906876,0.23412824,0.18968575,0.00848024,0.36829118,0.34015406,0.06054029
-5.92196098,0.87621298,0.01912630,0.09308923,0.21488446,0.18192794,0.00805775,0.34975391,0.31505504,0.05636672
-5.91595798,0.82801073,0.01904024,0.08730896,0.19673682,0.17418131,0.00764503,0.33152933,0.29132923,0.05240830
-5.90995498,0.78132102,0.01882155,0.08175909,0.17978773,0.16648300,0.00724541,0.31374853,0.26910038,0.04868596
-5.90395198,0.73644001,0.01847523,0.07646947,0.16411955,0.15888612,0.00686247,0.29654748,0.24847574,0.04521883
-5.89794897,0.69368202,0.01800908,0.07146916,0.14979707,0.15145965,0.00650003,0.28006815,0.22954875,0.04202467
-5.89194597,0.65338167,0.01743345,0.06678688,0.13687042,0.14428812,0.00616217,0.26445921,0.21240200,0.03912025
-5.88594297,0.61589483,0.01676086,0.06245137,0.12537806,0.13747086,0.00585324,0.24987618,0.19710992,0.03652169
-5.87993997,0.58159784,0.01600555,0.05849155,0.11534967,0.13112105,0.00557777,0.23648078,0.18374112,0.03424476
-5.87393697,0.55088496,0.01518309,0.05493655,0.10680875,0.12536438,0.00534050,0.22443946,0.17235999,0.03230500
-5.86793397,0.52416388,0.01430982,0.05181549,0.09977476,0.12033735,0.00514627,0.21392109,0.16302762,0.03071768
-5.86193097,0.50184933,0.01340237,0.04915709,0.09426474,0.11618542,0.00499994,0.20509392,0.15580175,0.02949767
-5.85592796,0.48435506,0.01247720,0.04698908,0.09029425,0.11306082,0.00490630,0.19812167,0.15073582,0.02865913
-5.84992496,0.47208426,0.01155013,0.04533741,0.08787771,0.11112020,0.00486993,0.19315923,0.14787723,0.02821496
-5.84392196,0.46541899,0.01063595,0.04422536,0.08702811,0.11052221,0.00489508,0.19034787,0.14726474,0.02817628
-5.83791896,0.46470885,0.00974808,0.04367254,0.08775620,0.11142494,0.00498550,0.18981021,0.14892529,0.02855169
-5.83191596,0.47025945,0.00889832,0.04369384,0.09006911,0.11398331,0.00514432,0.19164536,0.15287040,0.02934651
-5.82591296,0.48232112,0.00809663,0.04429842,0.09396870,0.11834655,0.00537387,0.19592416,0.15909229,0.03056198
-5.81990995,0.50107831,0.00735106,0.04548873,0.09944963,0.12465559,0.00567559,0.20268509,0.16756013,0.03219455
-5.81390695,0.52664021,0.00666764,0.04725963,0.10649729,0.13304063,0.00604985,0.21193075,0.17821648,0.03423514
-5.80790395,0.55903298,0.00605050,0.04959775,0.11508586,0.14361876,0.00649587,0.22362545,0.19097428,0.03666863
-5.80190095,0.59819400,0.00550187,0.05248098,0.12517644,0.15649166,0.00701164,0.23769372,0.20571464,0.03947337
-5.79589795,0.64396845,0.00502228,0.05587824,0.13671553,0.17174347,0.00759388,0.25402034,0.22228559,0.04262107
-5.78989495,0.69610847,0.00461072,0.05974951,0.14963390,0.18943883,0.00823801,0.27245149,0.24050192,0.04607674
-5.78389195,0.75427510,0.00426484,0.06404618,0.16384598,0.20962108,0.00893819,0.29279754,0.26014635,0.04979901
-5.77788894,0.81804302,0.00398125,0.06871168,0.17924975,0.23231067,0.00968740,0.31483712,0.28097201,0.05374066
-5.77188594,0.88690802,0.00375565,0.07368242,0.19572727,0.25750387,0.01047757,0.33832253,0.30270621,0.05784940
-5.76588294,0.96029705,0.00358319,0.07888897,0.21314581,0.28517169,0.01129969,0.36298637,0.32505547,0.06206894
-5.75987994,1.03758051,0.00345866,0.08425752,0.23135954,0.31525923,0.01214404,0.38854909,0.34771171,0.06634021
-5.75387694,1.11808642,0.00337669,0.08971154,0.25021175,0.34768526,0.01300041,0.41472721,0.37035924,0.07060282
-5.74787394,1.20111595,0.00333202,0.09517358,0.26953746,0.38234233,0.01385837,0.44124191,0.39268249,0.07479661
-5.74187094,1.28595958,0.00331963,0.10056713,0.28916641,0.41909718,0.01470752,0.46782754,0.41437401,0.07886322
-5.73586793,1.37191350,0.00333494,0.10581853,0.30892626,0.45779169,0.01553777,0.49423975,0.43514244,0.08274772
-5.72986493,1.45829534,0.00337388,0.11085885,0.32864578,0.49824419,0.01633963,0.52026280,0.45472019,0.08640012
-5.72386193,1.54445875,0.00343306,0.11562555,0.34815808,0.54025125,0.01710447,0.54571568,0.47287035,0.08977674
-5.71785893,1.62980605,0.00350975,0.12006412,0.36730355,0.58358989,0.01782474,0.57045676,0.48939263,0.09284133
-5.71185593,1.71379871,0.00360199,0.12412932,0.38593252,0.62802012,0.01849419,0.59438667,0.50412801,0.09556600
-5.70585293,1.79596497,0.00370851,0.12778625,0.40390753,0.67328782,0.01910802,0.61744930,0.51696191,0.09793176
-5.69984992,1.87590459,0.00382877,0.13101106,0.42110504,0.71912792,0.01966296,0.63963086,0.52782579,0.09992879
-5.69384692,1.95329050,0.00396283,0.13379137,0.43741670,0.76526768,0.02015739,0.66095700,0.53669708,0.10155635
-5.68784392,2.02786754,0.00411128,0.13612635,0.45275002,0.81143020,0.02059122,0.68148814,0.54359758,0.10282232
-5.68184092,2.09944845,0.00427515,0.13802647,0.46702853,0.85733780,0.02096593,0.70131339,0.54859030,0.10374251
-5.67583792,2.16790751,0.00445575,0.13951296,0.48019148,0.90271549,0.02128440,0.72054323,0.55177520,0.10433964
-5.66983492,2.23317245,0.00465450,0.14061706,0.49219319,0.94729430,0.02155070,0.73930145,0.55328374,0.10464214
-5.66383192,2.29521501,0.00487281,0.14137901,0.50300202,0.99081433,0.02176996,0.75771687,0.55327289,0.10468283
-5.65782891,2.35404107,0.00511189,0.14184683,0.51259924,1.03302777,0.02194803,0.77591516,0.55191864,0.10449746
-5.65182591,2.40968078,0.00537257,0.14207509,0.52097776,1.07370156,0.02209130,0.79401134,0.54940953,0.10412333
-5.64582291,2.46217943,0.00565521,0.14212343,0.52814093,1.11261986,0.02220632,0.81210331,0.54594034,0.10359787
-5.63981991,2.51158964,0.00595948,0.14205517,0.53410142,1.14958632,0.02229961,0.83026678,0.54170629,0.10295745
-5.63381691,2.55796514,0.00628431,0.14193579,0.53888037,1.18442615,0.02237733,0.84855186,0.53689801,0.10223625
-5.62781391,2.60135671,0.00662778,0.14183147,0.54250671,1.21698802,0.02244506,0.86698147,0.53169727,0.10146543
-5.62181091,2.64181021,0.00698705,0.14180765,0.54501679,1.24714583,0.02250757,0.88555154,0.52627369,0.10067248
-5.61580790,2.67936682,0.00735840,0.14192756,0.54645429,1.27480039,0.02256866,0.90423302,0.52078248,0.09988077
-5.60980490,2.71406521,0.00773719,0.14225087,0.54687034,1.29988094,0.02263104,0.92297542,0.51536295,0.09910943
-5.60380190,2.74594538,0.00811797,0.14283235,0.54632380,1.32234660,0.02269624,0.94171158,0.51013799,0.09837338
-5.59779890,2.77505375,0.00849459,0.14372053,0.54488162,1.34218752,0.02276456,0.96036347,0.50521414,0.09768350
-5.59179590,2.80144871,0.00886031,0.14495650,0.54261919,1.35942588,0.02283514,0.97884822,0.50068223,0.09704706
-5.58579290,2.82520625,0.00920803,0.14657272,0.53962054,1.37411636,0.02290602,0.99708437,0.49661831,0.09646812
-5.57978989,2.84642482,0.00953046,0.14859193,0.53597829,1.38634611,0.02297423,1.01499745,0.49308474,0.09594811
-5.57378689,2.86522876,0.00982035,0.15102612,0.53179325,1.39623397,0.02303594,1.03252472,0.49013130,0.09548632
-5.56778389,2.88176988,0.01007074,0.15387569,0.52717358,1.40392881,0.02308667,1.04961859,0.48779607,0.09508043
-5.56178089,2.89622653,0.01027517,0.15712874,0.52223341,1.40960686,0.02312147,1.06624845,0.48610609,0.09472693
-5.55577789,2.90879994,0.01042794,0.16076051,0.51709102,1.41346777,0.02313510,1.08240064,0.48507763,0.09442151
-5.54977489,2.91970770,0.01052428,0.16473316,0.51186636,1.41572963,0.02312228,1.09807658,0.48471611,0.09415923
-5.54377189,2.92917451,0.01056054,0.16899574,0.50667821,1.41662260,0.02307784,1.11328912,0.48501575,0.09393474
-5.53776888,2.93742042,0.01053431,0.17348453,0.50164084,1.41638162,0.02299695,1.12805721,0.48595880,0.09374223
-5.53176588,2.94464728,0.01044453,0.17812371,0.49686052,1.41523813,0.02287525,1.14239929,0.48751480,0.09357536
-5.52576288,2.95102400,0.01029155,0.18282650,0.49243178,1.41341120,0.02270897,1.15632581,0.48963960,0.09342713
-5.51975988,2.95667160,0.01007707,0.18749653,0.48843383,1.41109855,0.02249509,1.16983137,0.49227471,0.09328966
-5.51375688,2.96164910,0.00980413,0.19202984,0.48492717,1.40846775,0.02223135,1.18288702,0.49534675,0.09315393
-5.50775388,2.96594137,0.00947699,0.19631702,0.48195071,1.40564829,0.02191635,1.19543345,0.49876747,0.09300964
-5.50175088,2.96944986,0.00910099,0.20024588,0.47951947,1.40272496,0.02154951,1.20737538,0.50243427,0.09284500
-5.49574787,2.97198736,0.00868236,0.20370431,0.47762311,1.39973312,0.02113111,1.21857796,0.50623139,0.09264667
-5.48974487,2.97327739,0.00822805,0.20658333,0.47622543,1.39665622,0.02066221,1.22886535,0.51003183,0.09239980
-5.48374187,2.97295898,0.00774546,0.20878027,0.47526479,1.39342610,0.02014465,1.23802192,0.51369999,0.09208818
-5.47773887,2.97059680,0.00724225,0.21020190,0.47465575,1.38992616,0.01958095,1.24579617,0.51709505,0.09169454
-5.47173587,2.96569688,0.00672610,0.21076749,0.47429168,1.38599757,0.01897423,1.25190736,0.52007485,0.09120093
-5.46573287,2.95772719,0.00620452,0.21041150,0.47404838,1.38144833,0.01832820,1.25605464,0.52250034,0.09058930
-5.45972986,2.94614245,0.00568463,0.20908597,0.47378859,1.37606498,0.01764698,1.25792836,0.52424017,0.08984210
-5.45372686,2.93041212,0.00517299,0.20676235,0.47336725,1.36962641,0.01693510,1.25722304,0.52517538,0.08894298
-5.44772386,2.91005005,0.00467550,0.20343280,0.47263720,1.36191920,0.01619739,1.25365139,0.52520396,0.08787752
-5.44172086,2.88464451,0.00419729,0.19911077,0.47145521,1.35275368,0.01543890,1.24695862,0.52424479,0.08663394
-5.43571786,2.85388681,0.00374263,0.19383093,0.46968799,1.34197992,0.01466483,1.23693645,0.52224114,0.08520378
-5.42971486,2.81759696,0.00331493,0.18764834,0.46721796,1.32950276,0.01388048,1.22343585,0.51916308,0.08358246
-5.42371186,2.77574502,0.00291674,0.18063700,0.46394851,1.31529492,0.01309116,1.20637798,0.51500901,0.08176972
-5.41770885,2.72846662,0.00254978,0.17288778,0.45980854,1.29940754,0.01230211,1.18576266,0.50980592,0.07976994
-5.41170585,2.67607188,0.00221497,0.16450576,0.45475605,1.28197744,0.01151848,1.16167383,0.50360855,0.07759224
-5.40570285,2.61904697,0.00191256,0.15560727,0.44878057,1.26323049,0.01074526,1.13428182,0.49649725,0.07525043
-5.39969985,2.55804801,0.00164220,0.14631658,0.44190444,1.24348085,0.00998719,1.10384205,0.48857485,0.07276274
-5.39369685,2.49388754,0.00140303,0.13676250,0.43418280,1.22312605,0.00924877,1.07069036,0.47996241,0.07015138
-5.38769385,2.42751401,0.00119380,0.12707496,0.42570224,1.20263781,0.00853417,1.03523511,0.47079436,0.06744202
-5.38169085,2.35998530,0.00101301,0.11738186,0.41657831,1.18254915,0.00784721,0.99794640,0.46121303,0.06466302
-5.37568784,2.29243725,0.00085896,0.10780608,0.40695189,1.16343821,0.00719136,0.95934288,0.45136294,0.06184468
-5.36968484,2.22604887,0.00072990,0.09846298,0.39698454,1.14590936,0.00656968,0.91997692,0.44138512,0.05901837
-5.36368184,2.16200563,0.00062408,0.08945836,0.38685322,1.13057259,0.00598486,0.88041864,0.43141187,0.05621569
-5.35767884,2.10146252,0.00053989,0.08088695,0.37674441,1.11802188,0.00543922,0.84123970,0.42156198,0.05346764
-5.35167584,2.04550850,0.00047588,0.07283143,0.36684793,1.10881357,0.00493473,0.80299739,0.41193689,0.05080387
-5.34567284,1.99513374,0.00043085,0.06536208,0.35735085,1.10344551,0.00447303,0.76621993,0.40261791,0.04825201
-5.33966983,1.95120108,0.00040388,0.05853681,0.34843147,1.10233790,0.00405549,0.73139332,0.39366452,0.04583718
-5.33366683,1.91442258,0.00039439,0.05240177,0.34025396,1.10581652,0.00368328,0.69895052,0.38511396,0.04358154
-5.32766383,1.88534194,0.00040216,0.04699224,0.33296347,1.11409894,0.00335738,0.66926295,0.37698207,0.04150406
-5.32166083,1.86432340,0.00042731,0.04233381,0.32668217,1.12728426,0.00307867,0.64263487,0.36926515,0.03962045
-5.31565783,1.85154687,0.00047036,0.03844375,0.32150626,1.14534653,0.00284799,0.61930045,0.36194296,0.03794316
-5.30965483,1.84700943,0.00053215,0.03533242,0.31750392,1.16813228,0.00266616,0.59942357,0.35498239,0.03648151
-5.30365183,1.85053244,0.00061386,0.03300462,0.31471434,1.19536188,0.00253402,0.58309996,0.34834171,0.03524195
-5.29764882,1.86177373,0.00071698,0.03146085,0.31314775,1.22663481,0.00245248,0.57036148,0.34197511,0.03422833
-5.29164582,1.88024378,0.00084321,0.03069827,0.31278635,1.26143841,0.00242247,0.56118199,0.33583710,0.03344225
-5.28564282,1.90532501,0.00099441,0.03071148,0.31358608,1.29915997,0.00244498,0.55548433,0.32988674,0.03288335
-5.27963982,1.93629297,0.00117255,0.03149287,0.31547902,1.33910136,0.00252095,0.55314781,0.32409111,0.03254958
-5.27363682,1.97233845,0.00137958,0.03303264,0.31837629,1.38049602,0.00265127,0.55401579,0.31842811,0.03243748
-5.26763382,2.01258930,0.00161733,0.03531853,0.32217126,1.42252741,0.00283664,0.55790271,0.31288824,0.03254228
-5.26163082,2.05613137,0.00188739,0.03833514,0.32674290,1.46434860,0.00307748,0.56460025,0.30747525,0.03285797
-5.25562781,2.10202746,0.00219102,0.04206300,0.33195912,1.50510215,0.00337382,0.57388234,0.30220579,0.03337726
-5.24962481,2.14933408,0.00252896,0.04647743,0.33767999,1.54393975,0.00372513,0.58550870,0.29710788,0.03409148
-5.24362181,2.19711550,0.00290137,0.05154723,0.34376064,1.58004121,0.00413019,0.59922694,0.29221853,0.03499035
-5.23761881,2.24445505,0.00330768,0.05723340,0.35005388,1.61263197,0.00458698,0.61477336,0.28758053,0.03606174
-5.23161581,2.29046389,0.00374649,0.06348788,0.35641252,1.64099905,0.00509250,0.63187247,0.28323873,0.03729138
-5.22561281,2.33428744,0.00421551,0.07025250,0.36269133,1.66450479,0.00564270,0.65023584,0.27923607,0.03866259
-5.21960980,2.37511006,0.00471145,0.07745824,0.36874867,1.68259826,0.00623242,0.66956041,0.27560958,0.04015608
-5.21360680,2.41215852,0.00523009,0.08502488,0.37444798,1.69482407,0.00685532,0.68952697,0.27238676,0.04174975
-5.20760380,2.44470500,0.00576619,0.09286115,0.37965915,1.70082867,0.00750387,0.70979914,0.26958249,0.04341871
-5.20160080,2.47207017,0.00631362,0.10086541,0.38425979,1.70036392,0.00816949,0.73002340,0.26719684,0.04513533
-5.19559780,2.49362707,0.00686543,0.10892696,0.38813663,1.69328818,0.00884257,0.74983064,0.26521377,0.04686957
-5.18959480,2.50880613,0.00741399,0.11692793,0.39118703,1.67956515,0.00951268,0.76883935,0.26360110,0.04858936
-5.18359180,2.51710175,0.00795118,0.12474573,0.39332065,1.65926047,0.01016879,0.78666084,0.26231149,0.05026127
-5.17758879,2.51808055,0.00846861,0.13225599,0.39446135,1.63253660,0.01079951,0.80290631,0.26128470,0.05185124
-5.17158579,2.51139106,0.00895786,0.13933593,0.39454924,1.59964613,0.01139343,0.81719589,0.26045076,0.05332553
-5.16558279,2.49677461,0.00941076,0.14586802,0.39354278,1.56092385,0.01193938,0.82916900,0.25973404,0.05465172
-5.15957979,2.47407682,0.00981965,0.15174366,0.39142099,1.51677789,0.01242684,0.83849591,0.25905789,0.05579978
-5.15357679,2.44325895,0.01017768,0.15686689,0.38818537,1.46768019,0.01284622,0.84488969,0.25834962,0.05674316
-5.14757379,2.40440827,0.01047904,0.16115784,0.38386171,1.41415650,0.01318922,0.84811803,0.25754542,0.05745981
-5.14157079,2.35774649,0.01071925,0.16455569,0.37850124,1.35677616,0.01344910,0.84801414,0.25659501,0.05793309
-5.13556778,2.30363539,0.01089530,0.16702114,0.37218138,1.29614181,0.01362092,0.84448607,0.25546568,0.05815255
-5.12956478,2.24257873,0.01100583,0.16853809,0.36500553,1.23287910,0.01370174,0.83752384,0.25414534,0.05811449
-5.12356178,2.17521990,0.01105126,0.16911445,0.35710214,1.16762662,0.01369073,0.82720375,0.25264452,0.05782223
-5.11755878,2.10233475,0.01103376,0.16878216,0.34862276,1.10102600,0.01358920,0.81368958,0.25099712,0.05728620
-5.11155578,2.02481941,0.01095727,0.16759612,0.33973914,1.03371241,0.01340056,0.79723041,0.24925972,0.05652366
-5.10555278,1.94367330,0.01082742,0.16563240,0.33063949,0.96630541,0.01313028,0.77815503,0.24750959,0.05555818
-5.09954977,1.85997762,0.01065135,0.16298544,0.32152376,0.89940038,0.01278560,0.75686311,0.24584147,0.05441890
-5.09354677,1.77487011,0.01043752,0.15976471,0.31259840,0.83356044,0.01237540,0.73381347,0.24436317,0.05313947
-5.08754377,1.68951689,0.01019550,0.15609072,0.30407058,0.76930927,0.01190981,0.70951000,0.24319035,0.05175694
-5.08154077,1.60508267,0.00993564,0.15209066,0.29614212,0.70712460,0.01139998,0.68448583,0.24244069,0.05031041
-5.07553777,1.52270043,0.00966882,0.14789393,0.28900354,0.64743278,0.01085764,0.65928646,0.24222781,0.04883965
-5.06953477,1.44344191,0.00940610,0.14362767,0.28282825,0.59060445,0.01029479,0.63445273,0.24265519,0.04738377
-5.06353177,1.36829017,0.00915840,0.13941250,0.27776735,0.53695130,0.00972334,0.61050424,0.24381050,0.04597988
-5.05752876,1.29811542,0.00893623,0.13535869,0.27394516,0.48672424,0.00915478,0.58792402,0.24576067,0.04466190
-5.05152576,1.23365495,0.00874939,0.13156298,0.27145568,0.44011275,0.00859986,0.56714510,0.24854779,0.04345952
-5.04552276,1.17549796,0.00860669,0.12810594,0.27036009,0.39724561,0.00806836,0.54853931,0.25218626,0.04239739
-5.03951976,1.12407576,0.00851572,0.12505020,0.27068543,0.35819282,0.00756886,0.53240890,0.25666122,0.04149450
-5.03351676,1.07965748,0.00848270,0.12243950,0.27242450,0.32296876,0.00710860,0.51898082,0.26192821,0.04076382
-5.02751376,1.04235118,0.00851227,0.12029846,0.27553677,0.29153630,0.00669335,0.50840408,0.26791434,0.04021215
-5.02151076,1.01210997,0.00860742,0.11863314,0.27995044,0.26381176,0.00632739,0.50074975,0.27452061,0.03984030
-5.01550775,0.98874265,0.00876939,0.11743232,0.28556534,0.23967063,0.00601349,0.49601348,0.28162533,0.03964330
-5.00950475,0.97192795,0.00899763,0.11666929,0.29225654,0.21895357,0.00575295,0.49412021,0.28908852,0.03961099
-5.00350175,0.96123172,0.00928983,0.11630410,0.29987848,0.20147278,0.00554569,0.49493070,0.29675691,0.03972858
-4.99749875,0.95612595,0.00964194,0.11628613,0.30826945,0.18701833,0.00539038,0.49824921,0.30446939,0.03997740
-4.99149575,0.95600887,0.01004824,0.11655682,0.31725609,0.17536428,0.00528455,0.50383224,0.31206262,0.04033573
-4.98549275,0.96022531,0.01050148,0.11705243,0.32665788,0.16627457,0.00522476,0.51139762,0.31937649,0.04077957
-4.97948974,0.96808640,0.01099297,0.11770670,0.33629137,0.15950840,0.00520680,0.52063371,0.32625933,0.04128355
-4.97348674,0.97888831,0.01151282,0.11845336,0.34597402,0.15482507,0.00522586,0.53120835,0.33257249,0.04182162
-4.96748374,0.99192933,0.01205011,0.11922833,0.35552763,0.15198824,0.00527669,0.54277746,0.33819428,0.04236787
-4.96148074,1.00652509,0.01259313,0.11997159,0.36478123,0.15076961,0.00535382,0.55499290,0.34302314,0.04289716
-4.95547774,1.02202182,0.01312967,0.12062872,0.37357350,0.15095191,0.00545175,0.56750972,0.34697995,0.04338573
-4.94947474,1.03780752,0.01364726,0.12115198,0.38175471,0.15233145,0.00556509,0.57999260,0.35000939,0.04381170
-4.94347174,1.05332111,0.01413354,0.12150111,0.38918811,0.15472001,0.00568875,0.59212164,0.35208060,0.04415549
-4.93746873,1.06805970,0.01457649,0.12164370,0.39575111,0.15794634,0.00581808,0.60359731,0.35318689,0.04440021
-4.93146573,1.08158405,0.01496484,0.12155531,0.40133595,0.16185720,0.00594901,0.61414484,0.35334488,0.04453187
-4.92546273,1.09352252,0.01528827,0.12121922,0.40585027,0.16631800,0.00607817,0.62351794,0.35259289,0.04453962
-4.91945973,1.10357337,0.01553780,0.12062608,0.40921736,0.17121307,0.00620297,0.63150183,0.35098888,0.04441585
-4.91345673,1.11150576,0.01570598,0.11977326,0.41137633,0.17644557,0.00632166,0.63791578,0.34860795,0.04415626
-4.90745373,1.11715938,0.01578711,0.11866414,0.41228211,0.18193710,0.00643340,0.64261491,0.34553951,0.04375987
-4.90145073,1.12044273,0.01577745,0.11730731,0.41190540,0.18762689,0.00653822,0.64549136,0.34188423,0.04322890
-4.89544772,1.12133012,0.01567527,0.11571571,0.41023249,0.19347065,0.00663704,0.64647478,0.33775075,0.04256865
-4.88944472,1.11985742,0.01548093,0.11390576,0.40726494,0.19943908,0.00673159,0.64553199,0.33325245,0.04178731
-4.88344172,1.11611645,0.01519685,0.11189653,0.40301922,0.20551598,0.00682433,0.64266593,0.32850406,0.04089563
-4.87743872,1.11024828,0.01482741,0.10970894,0.39752617,0.21169608,0.00691835,0.63791373,0.32361842,0.03990661
-4.87143572,1.10243547,0.01437880,0.10736504,0.39083035,0.21798255,0.00701720,0.63134407,0.31870335,0.03883509
-4.86543272,1.09289339,0.01385877,0.10488734,0.38298924,0.22438431,0.00712482,0.62305377,0.31385869,0.03769727
-4.85942971,1.08186106,0.01327645,0.10229830,0.37407229,0.23091324,0.00724532,0.61316380,0.30917363,0.03651023
-4.85342671,1.06959162,0.01264193,0.09961986,0.36415988,0.23758146,0.00738286,0.60181471,0.30472445,0.03529143
-4.84742371,1.05634307,0.01196606,0.09687313,0.35334213,0.24439868,0.00754150,0.58916190,0.30057262,0.03405814
-4.84142071,1.04236954,0.01125999,0.09407816,0.34171767,0.25137000,0.00772509,0.57537060,0.29676351,0.03282695
-4.83541771,1.02791349,0.01053493,0.09125388,0.32939233,0.25849412,0.00793720,0.56061107,0.29332565,0.03161330
-4.82941471,1.01319949,0.00980178,0.08841805,0.31647785,0.26576221,0.00818103,0.54505404,0.29027066,0.03043106
-4.82341171,0.99842956,0.00907087,0.08558745,0.30309054,0.27315756,0.00845945,0.52886664,0.28759391,0.02929218
-4.81740870,0.98378069,0.00835169,0.08277805,0.28935003,0.28065601,0.00877499,0.51220900,0.28527585,0.02820645
