energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.58843307,0.60009701,0.37248303,0.00553629,0.52752909,1.06807789,0.00000000,0.85287484,0.61870803
-5.99399700,2.66721627,0.62239422,0.37971405,0.00561372,0.54800668,1.09874478,0.00000000,0.88643424,0.64185663
-5.98799400,2.74187922,0.64317947,0.38668601,0.00567494,0.56764122,1.12773896,0.00000000,0.91909329,0.66358373
-5.98199100,2.81140809,0.66215204,0.39331978,0.00572023,0.58620605,1.15463863,0.00000000,0.95062130,0.68355131
-5.97598799,2.87489744,0.67902857,0.39953059,0.00575001,0.60352613,1.17903258,0.00000000,0.98083209,0.70147636
-5.96998499,2.93157418,0.69355097,0.40522995,0.00576481,0.61948239,1.20053155,0.00000000,1.00958918,0.71713801
-5.96398199,2.98081805,0.70549381,0.41032788,0.00576524,0.63401449,1.21877914,0.00000000,1.03681014,0.73038290
-5.95797899,3.02217810,0.71467088,0.41473515,0.00575197,0.64712211,1.23346193,0.00000000,1.06246975,0.74112872
-5.95197599,3.05538462,0.72094061,0.41836564,0.00572569,0.65886466,1.24431844,0.00000000,1.08660199,0.74936572
-5.94597299,3.08035625,0.72421018,0.42113873,0.00568713,0.66935942,1.25114661,0.00000000,1.10930073,0.75515616
-5.93996998,3.09720213,0.72443817,0.42298163,0.00563701,0.67877844,1.25380951,0.00000000,1.13071914,0.75863187
-5.93396698,3.10621921,0.72163559,0.42383163,0.00557611,0.68734398,1.25223932,0.00000000,1.15106785,0.75998991
-5.92796398,3.10788499,0.71586540,0.42363828,0.00550519,0.69532292,1.24643935,0.00000000,1.17061189,0.75948648
-5.92196098,3.10284602,0.70724055,0.42236540,0.00542507,0.70302017,1.23648426,0.00000000,1.18966648,0.75742939
-5.91595798,3.09190263,0.69592065,0.41999294,0.00533663,0.71077122,1.22251863,0.00000000,1.20859185,0.75416915
-5.90995498,3.07599053,0.68210751,0.41651858,0.00524086,0.71893408,1.20475388,0.00000000,1.22778704,0.75008918
-5.90395198,3.05615971,0.66603978,0.41195913,0.00513884,0.72788064,1.18346392,0.00000000,1.24768294,0.74559515
-5.89794897,3.03355127,0.64798693,0.40635159,0.00503182,0.73798768,1.15897968,0.00000000,1.26873452,0.74110395
-5.89194597,3.00937256,0.62824281,0.39975378,0.00492125,0.74962765,1.13168266,0.00000000,1.29141228,0.73703237
-5.88594297,2.98487124,0.60711908,0.39224463,0.00480876,0.76315924,1.10199778,0.00000000,1.31619310,0.73378591
-5.87993997,2.96130842,0.58493858,0.38392386,0.00469621,0.77891804,1.07038563,0.00000000,1.34355030,0.73174786
-5.87393697,2.93993134,0.56202909,0.37491112,0.00458568,0.79720717,1.03733423,0.00000000,1.37394300,0.73126899
-5.86793397,2.92194578,0.53871724,0.36534447,0.00447947,0.81828829,1.00335038,0.00000000,1.40780478,0.73265788
-5.86193097,2.90848847,0.51532298,0.35537820,0.00438006,0.84237280,0.96895069,0.00000000,1.44553154,0.73617231
-5.85592796,2.90059981,0.49215444,0.34517988,0.00429005,0.86961374,0.93465226,0.00000000,1.48746871,0.74201176
-5.84992496,2.89919707,0.46950329,0.33492682,0.00421216,0.90009819,0.90096308,0.00000000,1.53389783,0.75031118
-5.84392196,2.90504858,0.44764057,0.32480173,0.00414909,0.93384072,0.86837223,0.00000000,1.58502271,0.76113628
-5.83791896,2.91874939,0.42681287,0.31498798,0.00410344,0.97077775,0.83733993,0.00000000,1.64095543,0.77448033
-5.83191596,2.94069879,0.40723904,0.30566429,0.00407764,1.01076334,0.80828755,0.00000000,1.70170249,0.79026265
-5.82591296,2.97108066,0.38910718,0.29699923,0.00407382,1.05356644,0.78158789,0.00000000,1.76715179,0.80832888
-5.81990995,3.00984711,0.37257199,0.28914559,0.00409371,1.09886986,0.75755582,0.00000000,1.83706073,0.82845304
-5.81390695,3.05670656,0.35775269,0.28223500,0.00413849,1.14627119,0.73643973,0.00000000,1.91104647,0.85034133
-5.80790395,3.11111689,0.34473115,0.27637283,0.00420878,1.19528590,0.71841405,0.00000000,1.98857881,0.87363778
-5.80190095,3.17228464,0.33355078,0.27163380,0.00430445,1.24535264,0.70357326,0.00000000,2.06897661,0.89793154
-5.79589795,3.23917102,0.32421586,0.26805846,0.00442466,1.29584090,0.69192768,0.00000000,2.15140848,0.92276577
-5.78989495,3.31050520,0.31669169,0.26565077,0.00456774,1.34606111,0.68340156,0.00000000,2.23489841,0.94764796
-5.78389195,3.38480549,0.31090548,0.26437687,0.00473122,1.39527700,0.67783358,0.00000000,2.31833685,0.97206140
-5.77788894,3.46040831,0.30674815,0.26416532,0.00491184,1.44272019,0.67498005,0.00000000,2.40049756,0.99547767
-5.77188594,3.53550481,0.30407712,0.26490868,0.00510563,1.48760671,0.67452098,0.00000000,2.48006035,1.01736975
-5.76588294,3.60818465,0.30271999,0.26646665,0.00530795,1.52915513,0.67606890,0.00000000,2.55563948,1.03722549
-5.75987994,3.67648580,0.30247921,0.26867042,0.00551365,1.56660584,0.67918033,0.00000000,2.62581712,1.05456099
-5.75387694,3.73844911,0.30313769,0.27132840,0.00571719,1.59924096,0.68336967,0.00000000,2.68918110,1.06893370
-5.74787394,3.79217599,0.30446506,0.27423284,0.00591281,1.62640420,0.68812499,0.00000000,2.74436566,1.07995454
-5.74187094,3.83588714,0.30622465,0.27716726,0.00609470,1.64752014,0.69292524,0.00000000,2.79009377,1.08729904
-5.73586793,3.86798029,0.30818082,0.27991439,0.00625724,1.66211194,0.69725825,0.00000000,2.82521942,1.09071675
-5.72986493,3.88708451,0.31010644,0.28226415,0.00639510,1.66981709,0.70063887,0.00000000,2.84876790,1.09003886
-5.72386193,3.89210895,0.31179032,0.28402153,0.00650352,1.67040019,0.70262645,0.00000000,2.85997239,1.08518355
-5.71785893,3.88228385,0.31304430,0.28501392,0.00657839,1.66376235,0.70284102,0.00000000,2.85830499,1.07615892
-5.71185593,3.85719187,0.31370967,0.28509755,0.00661644,1.64994662,0.70097747,0.00000000,2.84350057,1.06306334
-5.70585293,3.81678827,0.31366276,0.28416295,0.00661534,1.62913905,0.69681718,0.00000000,2.81557224,1.04608311
-5.69984992,3.76140895,0.31281946,0.28213903,0.00657377,1.60166530,0.69023663,0.00000000,2.77481734,1.02548741
-5.69384692,3.69176567,0.31113852,0.27899574,0.00649147,1.56798260,0.68121258,0.00000000,2.72181363,1.00162079
-5.68784392,3.60892854,0.30862340,0.27474516,0.00636924,1.52866755,0.66982372,0.00000000,2.65740545,0.97489336
-5.68184092,3.51429646,0.30532275,0.26944103,0.00620887,1.48439983,0.65624871,0.00000000,2.58268056,0.94576891
-5.67583792,3.40955655,0.30132933,0.26317681,0.00601312,1.43594272,0.64076067,0.00000000,2.49893829,0.91475155
-5.66983492,3.29663420,0.29677753,0.25608227,0.00578560,1.38412104,0.62371841,0.00000000,2.40765076,0.88237122
-5.66383192,3.17763581,0.29183944,0.24831890,0.00553060,1.32979734,0.60555478,0.00000000,2.31041842,0.84916866
-5.65782891,3.05478648,0.28671971,0.24007423,0.00525297,1.27384747,0.58676256,0.00000000,2.20892222,0.81568034
-5.65182591,2.93036503,0.28164925,0.23155537,0.00495798,1.21713636,0.56787838,0.00000000,2.10487423,0.78242402
-5.64582291,2.80663899,0.27687800,0.22298203,0.00465110,1.16049500,0.54946534,0.00000000,1.99996891,0.74988525
-5.63981991,2.68580173,0.27266700,0.21457920,0.00433786,1.10469962,0.53209492,0.00000000,1.89583690,0.71850553
-5.63381691,2.56991405,0.26927995,0.20656985,0.00402369,1.05045356,0.51632871,0.00000000,1.79400310,0.68867230
-5.62781391,2.46085203,0.26697452,0.19916785,0.00371377,0.99837270,0.50270059,0.00000000,1.69585054,0.66071122
-5.62181091,2.36026271,0.26599375,0.19257129,0.00341290,0.94897466,0.49169993,0.00000000,1.60259104,0.63488077
-5.61580790,2.26952861,0.26655766,0.18695653,0.00312541,0.90267200,0.48375631,0.00000000,1.51524347,0.61136943
-5.60980490,2.18974194,0.26885544,0.18247301,0.00285506,0.85976950,0.47922616,0.00000000,1.43461975,0.59029520
-5.60380190,2.12168865,0.27303855,0.17923906,0.00260497,0.82046521,0.47838182,0.00000000,1.36131870,0.57170753
-5.59779890,2.06584238,0.27921472,0.17733878,0.00237762,0.78485495,0.48140327,0.00000000,1.29572715,0.55559121
-5.59179590,2.02236782,0.28744346,0.17682011,0.00217481,0.75293987,0.48837275,0.00000000,1.23802774,0.54187224
-5.58579290,1.99113291,0.29773294,0.17769401,0.00199767,0.72463633,0.49927269,0.00000000,1.18821241,0.53042496
-5.57978989,1.97172903,0.31003866,0.17993499,0.00184670,0.69978761,0.51398669,0.00000000,1.14610052,0.52108044
-5.57378689,1.96349804,0.32426383,0.18348269,0.00172179,0.67817673,0.53230392,0.00000000,1.11136065,0.51363543
-5.56778389,1.96556523,0.34026173,0.18824473,0.00162228,0.65953979,0.55392664,0.00000000,1.08353463,0.50786182
-5.56178089,1.97687683,0.35783983,0.19410042,0.00154703,0.64357934,0.57848067,0.00000000,1.06206311,0.50351596
-5.55577789,1.99624089,0.37676572,0.20090557,0.00149447,0.62997708,0.60552859,0.00000000,1.04631139,0.50034774
-5.54977489,2.02237028,0.39677462,0.20849786,0.00146266,0.61840588,0.63458519,0.00000000,1.03559485,0.49810914
-5.54377189,2.05392643,0.41757824,0.21670292,0.00144941,0.60854037,0.66513459,0.00000000,1.02920311,0.49656194
-5.53776888,2.08956262,0.43887459,0.22534052,0.00145228,0.60006630,0.69664847,0.00000000,1.02642246,0.49548450
-5.53176588,2.12796545,0.46035848,0.23423106,0.00146872,0.59268825,0.72860464,0.00000000,1.02655599,0.49467742
-5.52576288,2.16789320,0.48173202,0.24320163,0.00149609,0.58613593,0.76050517,0.00000000,1.02894116,0.49396805
-5.51975988,2.20820999,0.50271490,0.25209180,0.00153174,0.58016877,0.79189327,0.00000000,1.03296443,0.49321378
-5.51375688,2.24791445,0.52305374,0.26075861,0.00157308,0.57457918,0.82236813,0.00000000,1.03807294,0.49230397
-5.50775388,2.28616204,0.54253020,0.26908060,0.00161762,0.56919430,0.85159703,0.00000000,1.04378304,0.49116071
-5.50175088,2.32228024,0.56096730,0.27696077,0.00166304,0.56387656,0.87932398,0.00000000,1.04968561,0.48973834
-5.49574787,2.35577594,0.57823377,0.28432826,0.00170721,0.55852304,0.90537461,0.00000000,1.05544836,0.48802172
-5.48974487,2.38633490,0.59424607,0.29113869,0.00174826,0.55306377,0.92965681,0.00000000,1.06081505,0.48602351
-5.48374187,2.41381334,0.60896802,0.29737314,0.00178456,0.54745922,0.95215723,0.00000000,1.06560192,0.48378047
-5.47773887,2.43822216,0.62240818,0.30303588,0.00181480,0.54169693,0.97293377,0.00000000,1.06969155,0.48134894
-5.47173587,2.45970454,0.63461500,0.30815096,0.00183796,0.53578768,0.99210434,0.00000000,1.07302457,0.47879973
-5.46573287,2.47850820,0.64567017,0.31275788,0.00185334,0.52976105,1.00983275,0.00000000,1.07558954,0.47621265
-5.45972986,2.49495392,0.65568051,0.31690663,0.00186053,0.52366088,1.02631233,0.00000000,1.07741167,0.47367083
-5.45372686,2.50940182,0.66476903,0.32065234,0.00185942,0.51754056,1.04174843,0.00000000,1.07854090,0.47125517
-5.44772386,2.52221766,0.67306562,0.32404994,0.00185018,0.51145843,1.05634065,0.00000000,1.07903985,0.46903920
-5.44172086,2.53374076,0.68069800,0.32714916,0.00183320,0.50547352,1.07026609,0.00000000,1.07897259,0.46708450
-5.43571786,2.54425578,0.68778356,0.32999017,0.00180910,0.49964176,1.08366455,0.00000000,1.07839448,0.46543696
-5.42971486,2.55396964,0.69442247,0.33260007,0.00177867,0.49401281,1.09662656,0.00000000,1.07734387,0.46412412
-5.42371186,2.56299527,0.70069261,0.33499059,0.00174282,0.48862769,1.10918511,0.00000000,1.07583613,0.46315358
-5.41770885,2.57134293,0.70664658,0.33715703,0.00170258,0.48351720,1.12131144,0.00000000,1.07386010,0.46251276
-5.41170585,2.57891960,0.71231080,0.33907853,0.00165901,0.47870132,1.13291532,0.00000000,1.07137738,0.46216974
-5.40570285,2.58553639,0.71768687,0.34071972,0.00161321,0.47418939,1.14384968,0.00000000,1.06832433,0.46207540
-5.39969985,2.59092342,0.72275496,0.34203346,0.00156625,0.46998110,1.15391931,0.00000000,1.06461644,0.46216645
-5.39369685,2.59475104,0.72747886,0.34296475,0.00151917,0.46606820,1.16289317,0.00000000,1.06015502,0.46236938
-5.38769385,2.59665589,0.73181236,0.34345525,0.00147293,0.46243656,1.17051934,0.00000000,1.05483537,0.46260491
-5.38169085,2.59627015,0.73570641,0.34344844,0.00142843,0.45906867,1.17654186,0.00000000,1.04855589,0.46279271
-5.37568784,2.59325181,0.73911654,0.34289476,0.00138644,0.45594601,1.18071831,0.00000000,1.04122761,0.46285615
-5.36968484,2.58731405,0.74200993,0.34175665,0.00134764,0.45305142,1.18283701,0.00000000,1.03278305,0.46272666
-5.36368184,2.57825173,0.74437169,0.34001307,0.00131260,0.45037094,1.18273292,0.00000000,1.02318411,0.46234759
-5.35767884,2.56596323,0.74620973,0.33766323,0.00128176,0.44789519,1.18030112,0.00000000,1.01242805,0.46167722
-5.35167584,2.55046626,0.74755809,0.33472920,0.00125548,0.44562000,1.17550715,0.00000000,1.00055135,0.46069080
-5.34567284,2.53190656,0.74847827,0.33125742,0.00123396,0.44354635,1.16839371,0.00000000,0.98763093,0.45938151
-5.33966983,2.51055900,0.74905860,0.32731888,0.00121732,0.44167953,1.15908315,0.00000000,0.97378272,0.45776036
-5.33366683,2.48682093,0.74941160,0.32300789,0.00120558,0.44002757,1.14777585,0.00000000,0.95915758,0.45585494
-5.32766383,2.46119832,0.74966949,0.31843969,0.00119862,0.43859916,1.13474437,0.00000000,0.94393489,0.45370729
-5.32166083,2.43428525,0.74997818,0.31374678,0.00119626,0.43740109,1.12032401,0.00000000,0.92831410,0.45137092
-5.31565783,2.40673828,0.75049002,0.30907432,0.00119819,0.43643552,1.10490004,0.00000000,0.91250484,0.44890719
-5.30965483,2.37924675,0.75135572,0.30457473,0.00120400,0.43569724,1.08889237,0.00000000,0.89671628,0.44638132
-5.30365183,2.35250099,0.75271602,0.30040180,0.00121322,0.43517109,1.07273857,0.00000000,0.88114631,0.44385824
-5.29764882,2.32715976,0.75469336,0.29670445,0.00122525,0.43482992,1.05687588,0.00000000,0.86597119,0.44139847
-5.29164582,2.30381888,0.75738415,0.29362065,0.00123944,0.43463300,1.04172316,0.00000000,0.85133644,0.43905431
-5.28564282,2.28298228,0.76085189,0.29127149,0.00125505,0.43452530,1.02766354,0.00000000,0.83734934,0.43686640
-5.27963982,2.26503701,0.76512161,0.28975586,0.00127129,0.43443744,1.01502861,0.00000000,0.82407346,0.43486096
-5.27363682,2.25023307,0.77017567,0.28914586,0.00128732,0.43428660,1.00408460,0.00000000,0.81152558,0.43304767
-5.26763382,2.23866910,0.77595135,0.28948315,0.00130229,0.43397812,0.99502118,0.00000000,0.79967504,0.43141833
-5.26163082,2.23028429,0.78234002,0.29077638,0.00131534,0.43340796,0.98794335,0.00000000,0.78844546,0.42994633
-5.25562781,2.22485670,0.78918818,0.29299982,0.00132562,0.43246566,0.98286646,0.00000000,0.77771872,0.42858691
-5.24962481,2.22200818,0.79630018,0.29609326,0.00133235,0.43103788,0.97971468,0.00000000,0.76734086,0.42727823
-5.24362181,2.22121534,0.80344251,0.29996321,0.00133481,0.42901217,0.97832280,0.00000000,0.75712958,0.42594307
-5.23761881,2.22182635,0.81034958,0.30448533,0.00133236,0.42628091,0.97844145,0.00000000,0.74688285,0.42449132
-5.23161581,2.22308270,0.81673082,0.30950814,0.00132448,0.42274522,0.97974523,0.00000000,0.73638812,0.42282292
-5.22561281,2.22414532,0.82227877,0.31485776,0.00131081,0.41831864,0.98184377,0.00000000,0.72543189,0.42083140
-5.21960980,2.22412404,0.82667810,0.32034371,0.00129110,0.41293052,0.98429514,0.00000000,0.71380890,0.41840768
-5.21360680,2.22210937,0.82961511,0.32576544,0.00126527,0.40652886,0.98662129,0.00000000,0.70133078,0.41544424
-5.20760380,2.21720565,0.83078761,0.33091951,0.00123340,0.39908274,0.98832489,0.00000000,0.68783385,0.41183943
-5.20160080,2.20856446,0.82991484,0.33560705,0.00119571,0.39058402,0.98890714,0.00000000,0.67318564,0.40750170
-5.19559780,2.19541702,0.82674704,0.33964137,0.00115258,0.38104843,0.98788587,0.00000000,0.65729017,0.40235388
-5.18959480,2.17710470,0.82107452,0.34285537,0.00110452,0.37051607,0.98481334,0.00000000,0.64009180,0.39633709
-5.18359180,2.15310641,0.81273585,0.34510837,0.00105213,0.35905119,0.97929308,0.00000000,0.62157762,0.38941423
-5.17758879,2.12306192,0.80162484,0.34629236,0.00099612,0.34674133,0.97099520,0.00000000,0.60177842,0.38157305
-5.17158579,2.08679021,0.78769615,0.34633701,0.00093727,0.33369601,0.95966961,0.00000000,0.58076840,0.37282837
-5.16558279,2.04430215,0.77096916,0.34521357,0.00087639,0.32004471,0.94515652,0.00000000,0.55866348,0.36322361
-5.15957979,1.99580680,0.75153008,0.34293722,0.00081430,0.30593452,0.92739398,0.00000000,0.53561871,0.35283138
-5.15357679,1.94171118,0.72953194,0.33956781,0.00075182,0.29152732,0.90642200,0.00000000,0.51182460,0.34175304
-5.14757379,1.88261312,0.70519263,0.33520895,0.00068973,0.27699658,0.88238314,0.00000000,0.48750263,0.33011732
-5.14157079,1.81928763,0.67879086,0.33000533,0.00062876,0.26252396,0.85551949,0.00000000,0.46290021,0.31807785
-5.13556778,1.75266701,0.65066025,0.32413847,0.00056957,0.24829567,0.82616627,0.00000000,0.43828503,0.30580983
-5.12956478,1.68381536,0.62118159,0.31782086,0.00051274,0.23449870,0.79474215,0.00000000,0.41393912,0.29350572
-5.12356178,1.61389865,0.59077370,0.31128890,0.00045874,0.22131706,0.76173684,0.00000000,0.39015268,0.28137033
-5.11755878,1.54415106,0.55988316,0.30479475,0.00040797,0.20892802,0.72769644,0.00000000,0.36721783,0.26961527
-5.11155578,1.47583934,0.52897320,0.29859746,0.00036072,0.19749853,0.69320709,0.00000000,0.34542239,0.25845316
-5.10555278,1.41022612,0.49851238,0.29295376,0.00031718,0.18718185,0.65887778,0.00000000,0.32504393,0.24809167
-5.09954977,1.34853396,0.46896323,0.28810886,0.00027748,0.17811446,0.62532286,0.00000000,0.30634404,0.23872769
-5.09354677,1.29191123,0.44077149,0.28428767,0.00024162,0.17041339,0.59314509,0.00000000,0.28956307,0.23054196
-5.08754377,1.24140126,0.41435621,0.28168675,0.00020957,0.16417401,0.56291975,0.00000000,0.27491541,0.22369422
-5.08154077,1.19791584,0.39010105,0.28046741,0.00018123,0.15946832,0.53518058,0.00000000,0.26258538,0.21831913
-5.07553777,1.16221394,0.36834710,0.28075015,0.00015643,0.15634379,0.51040784,0.00000000,0.25272379,0.21452323
-5.06953477,1.13488627,0.34938736,0.28261074,0.00013498,0.15482282,0.48901886,0.00000000,0.24544540,0.21238283
-5.06353177,1.11634622,0.33346293,0.28607801,0.00011665,0.15490279,0.47136148,0.00000000,0.24082700,0.21194311
-5.05752876,1.10682694,0.32076107,0.29113352,0.00010121,0.15655671,0.45771011,0.00000000,0.23890653,0.21321828
-5.05152576,1.10638468,0.31141484,0.29771299,0.00008838,0.15973438,0.44826458,0.00000000,0.23968285,0.21619276
-5.04552276,1.11490761,0.30550434,0.30570944,0.00007792,0.16436417,0.44315155,0.00000000,0.24311647,0.22082346
-5.03951976,1.13212959,0.30305922,0.31497787,0.00006957,0.17035511,0.44242795,0.00000000,0.24913093,0.22704264
-5.03351676,1.15764780,0.30406225,0.32534121,0.00006307,0.17759944,0.44608626,0.00000000,0.25761491,0.23476157
-5.02751376,1.19094332,0.30845363,0.33659729,0.00005819,0.18597538,0.45406111,0.00000000,0.26842496,0.24387452
-5.02151076,1.23140335,0.31613569,0.34852638,0.00005471,0.19535001,0.46623658,0.00000000,0.28138864,0.25426286
-5.01550775,1.27834403,0.32697781,0.36089914,0.00005241,0.20558224,0.48245383,0.00000000,0.29630813,0.26579919
-5.00950475,1.33103261,0.34082104,0.37348438,0.00005112,0.21652570,0.50251855,0.00000000,0.31296402,0.27835111
-5.00350175,1.38870811,0.35748240,0.38605652,0.00005065,0.22803143,0.52620781,0.00000000,0.33111919,0.29178456
-4.99749875,1.45059945,0.37675864,0.39840224,0.00005087,0.23995033,0.55327594,0.00000000,0.35052285,0.30596649
-4.99149575,1.51594054,0.39842913,0.41032626,0.00005163,0.25213528,0.58345927,0.00000000,0.37091426,0.32076684
-4.98549275,1.58398184,0.42225817,0.42165588,0.00005283,0.26444290,0.61647952,0.00000000,0.39202648,0.33605967
-4.97948974,1.65399829,0.44799637,0.43224430,0.00005437,0.27673489,0.65204594,0.00000000,0.41358974,0.35172354
-4.97348674,1.72529368,0.47538154,0.44197265,0.00005616,0.28887900,0.68985608,0.00000000,0.43533458,0.36764118
-4.96748374,1.79720190,0.50413890,0.45075069,0.00005815,0.30074970,0.72959568,0.00000000,0.45699469,0.38369850
-4.96148074,1.86908545,0.53398111,0.45851640,0.00006030,0.31222849,0.77093761,0.00000000,0.47830945,0.39978323
-4.95547774,1.94033229,0.56460810,0.46523458,0.00006258,0.32320405,0.81354051,0.00000000,0.49902633,0.41578321
-4.94947474,2.01035148,0.59570717,0.47089470,0.00006499,0.33357230,0.85704739,0.00000000,0.51890295,0.43158477
-4.94347174,2.07856892,0.62695345,0.47550823,0.00006754,0.34323636,0.90108452,0.00000000,0.53770919,0.44707121
-4.93746873,2.14442378,0.65801105,0.47910568,0.00007025,0.35210671,0.94526116,0.00000000,0.55522915,0.46212173
-4.93146573,2.20736664,0.68853506,0.48173372,0.00007320,0.36010138,0.98917039,0.00000000,0.57126316,0.47661095
-4.92546273,2.26685992,0.71817459,0.48345251,0.00007645,0.36714650,1.03239127,0.00000000,0.58562993,0.49040914
-4.91945973,2.32238110,0.74657685,0.48433339,0.00008011,0.37317706,1.07449270,0.00000000,0.59816868,0.50338333
-4.91345673,2.37342903,0.77339239,0.48445726,0.00008430,0.37813796,1.11503881,0.00000000,0.60874150,0.51539924
-4.90745373,2.41953315,0.79828124,0.48391346,0.00008918,0.38198536,1.15359612,0.00000000,0.61723567,0.52632408
-4.90145073,2.46026559,0.82092002,0.48279938,0.00009493,0.38468827,1.18974207,0.00000000,0.62356610,0.53603005
-4.89544772,2.49525538,0.84100957,0.48122054,0.00010177,0.38623024,1.22307479,0.00000000,0.62767755,0.54439850
-4.88944472,2.52420414,0.85828289,0.47929125,0.00010994,0.38661112,1.25322372,0.00000000,0.62954679,0.55132435
-4.88344172,2.54690228,0.87251308,0.47713537,0.00011972,0.38584879,1.27986050,0.00000000,0.62918425,0.55672078
-4.87743872,2.56324458,0.88352080,0.47488728,0.00013139,0.38398063,1.30270970,0.00000000,0.62663530,0.56052369
-4.87143572,2.57324419,0.89118092,0.47269258,0.00014530,0.38106468,1.32155879,0.00000000,0.62198085,0.56269581
-4.86543272,2.57704370,0.89542795,0.47070832,0.00016178,0.37718034,1.33626669,0.00000000,0.61533707,0.56323012
-4.85942971,2.57492248,0.89625993,0.46910269,0.00018121,0.37242847,1.34677053,0.00000000,0.60685439,0.56215237
-4.85342671,2.56729920,0.89374052,0.46805369,0.00020395,0.36693089,1.35308988,0.00000000,0.59671537,0.55952247
-4.84742371,2.55472906,0.88799894,0.46774696,0.00023038,0.36082909,1.35532831,0.00000000,0.58513164,0.55543463
-4.84142071,2.53789508,0.87922782,0.46837232,0.00026087,0.35428220,1.35367182,0.00000000,0.57233986,0.55001615
-4.83541771,2.51759353,0.86767886,0.47011928,0.00029576,0.34746425,1.34838409,0.00000000,0.55859672,0.54342483
-4.82941471,2.49471349,0.85365625,0.47317144,0.00033536,0.34056070,1.33979864,0.00000000,0.54417310,0.53584508
-4.82341171,2.47021120,0.83750821,0.47769997,0.00037993,0.33376432,1.32830788,0.00000000,0.52934761,0.52748275
-4.81740870,2.44507984,0.81961690,0.48385629,0.00042967,0.32727054,1.31434963,0.00000000,0.51439965,0.51855901
