energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-2.42221111,2.97045820,0.41898681,1.48537938,0.00097484,0.06692783,0.31618321,0.00000000,0.27445283,1.19100098
-2.41620810,2.96256244,0.41106548,1.45826691,0.00101146,0.06769238,0.32033114,0.00000000,0.27676519,1.20897755
-2.41020510,2.95240585,0.40501245,1.43565693,0.00104498,0.06810484,0.32390617,0.00000000,0.27810402,1.22077379
-2.40420210,2.93920530,0.40069981,1.41710766,0.00107475,0.06814790,0.32679360,0.00000000,0.27842160,1.22614037
-2.39819910,2.92236613,0.39798337,1.40219164,0.00110027,0.06781315,0.32889905,0.00000000,0.27769703,1.22498230
-2.39219610,2.90150095,0.39670752,1.39050865,0.00112111,0.06710139,0.33015223,0.00000000,0.27593694,1.21736178
-2.38619310,2.87643773,0.39670961,1.38169502,0.00113701,0.06602255,0.33050952,0.00000000,0.27317503,1.20349492
-2.38019010,2.84721733,0.39782376,1.37542936,0.00114783,0.06459542,0.32995537,0.00000000,0.26947053,1.18374275
-2.37418709,2.81408086,0.39988413,1.37143470,0.00115358,0.06284695,0.32850237,0.00000000,0.26490565,1.15859667
-2.36818409,2.77744803,0.40272764,1.36947753,0.00115437,0.06081129,0.32619017,0.00000000,0.25958201,1.12865941
-2.36218109,2.73788816,0.40619611,1.36936410,0.00115047,0.05852869,0.32308329,0.00000000,0.25361650,1.09462209
-2.35617809,2.69608548,0.41013805,1.37093464,0.00114224,0.05604413,0.31926798,0.00000000,0.24713645,1.05723880
-2.35017509,2.65280118,0.41440998,1.37405627,0.00113011,0.05340588,0.31484832,0.00000000,0.24027465,1.01729966
-2.34417209,2.60883409,0.41887756,1.37861528,0.00111459,0.05066410,0.30994188,0.00000000,0.23316428,0.97560385
-2.33816908,2.56498235,0.42341647,1.38450936,0.00109621,0.04786929,0.30467499,0.00000000,0.22593399,0.93293363
-2.33216608,2.52200800,0.42791319,1.39164068,0.00107553,0.04507099,0.29917801,0.00000000,0.21870351,0.89003059
-2.32616308,2.48060609,0.43226572,1.39990999,0.00105309,0.04231651,0.29358076,0.00000000,0.21157980,0.84757505
-2.32016008,2.44137973,0.43638415,1.40921234,0.00102940,0.03964982,0.28800823,0.00000000,0.20465401,0.80616944
-2.31415708,2.40482188,0.44019129,1.41943438,0.00100491,0.03711070,0.28257680,0.00000000,0.19799936,0.76632601
-2.30815408,2.37130421,0.44362308,1.43045348,0.00098000,0.03473398,0.27739105,0.00000000,0.19166990,0.72845942
-2.30215108,2.34107309,0.44662898,1.44213828,0.00095500,0.03254910,0.27254115,0.00000000,0.18570029,0.69288390
-2.29614807,2.31425204,0.44917204,1.45435049,0.00093013,0.03057977,0.26810101,0.00000000,0.18010650,0.65981508
-2.29014507,2.29084988,0.45122877,1.46694748,0.00090554,0.02884387,0.26412704,0.00000000,0.17488725,0.62937575
-2.28414207,2.27077330,0.45278857,1.47978521,0.00088130,0.02735347,0.26065749,0.00000000,0.17002626,0.60160510
-2.27813907,2.25384254,0.45385289,1.49272094,0.00085742,0.02611501,0.25771241,0.00000000,0.16549492,0.57647066
-2.27213607,2.23980875,0.45443377,1.50561530,0.00083385,0.02512956,0.25529402,0.00000000,0.16125544,0.55388200
-2.26613307,2.22837163,0.45455204,1.51833327,0.00081047,0.02439314,0.25338756,0.00000000,0.15726403,0.53370542
-2.26013007,2.21919602,0.45423503,1.53074384,0.00078718,0.02389716,0.25196231,0.00000000,0.15347423,0.51577872
-2.25412706,2.21192652,0.45351396,1.54271824,0.00076382,0.02362883,0.25097303,0.00000000,0.14983988,0.49992530
-2.24812406,2.20619935,0.45242095,1.55412672,0.00074027,0.02357160,0.25036146,0.00000000,0.14631794,0.48596683
-2.24212106,2.20165100,0.45098603,1.56483419,0.00071640,0.02370564,0.25005800,0.00000000,0.14287075,0.47373415
-2.23611806,2.19792372,0.44923410,1.57469507,0.00069211,0.02400829,0.24998352,0.00000000,0.13946777,0.46307577
-2.23011506,2.19466808,0.44718209,1.58354786,0.00066735,0.02445454,0.25005127,0.00000000,0.13608682,0.45386396
-2.22411206,2.19154313,0.44483662,1.59121016,0.00064209,0.02501752,0.25016890,0.00000000,0.13271470,0.44599834
-2.21810905,2.18821500,0.44219218,1.59747464,0.00061635,0.02566896,0.25024052,0.00000000,0.12934724,0.43940706
-2.21210605,2.18435495,0.43923013,1.60210680,0.00059019,0.02637975,0.25016895,0.00000000,0.12598888,0.43404585
-2.20610305,2.17963763,0.43591858,1.60484502,0.00056371,0.02712044,0.24985802,0.00000000,0.12265188,0.42989533
-2.20010005,2.17374073,0.43221328,1.60540333,0.00053705,0.02786181,0.24921491,0.00000000,0.11935518,0.42695699
-2.19409705,2.16634670,0.42805954,1.60347722,0.00051037,0.02857542,0.24815265,0.00000000,0.11612304,0.42524833
-2.18809405,2.15714708,0.42339510,1.59875260,0.00048384,0.02923423,0.24659253,0.00000000,0.11298368,0.42479774
-2.18209105,2.14584998,0.41815394,1.59091766,0.00045767,0.02981318,0.24446656,0.00000000,0.10996792,0.42563942
-2.17608804,2.13219044,0.41227078,1.57967722,0.00043204,0.03028970,0.24171973,0.00000000,0.10710785,0.42780897
-2.17008504,2.11594369,0.40568611,1.56476900,0.00040716,0.03064434,0.23831218,0.00000000,0.10443588,0.43133983
-2.16408204,2.09694049,0.39835146,1.54598106,0.00038322,0.03086116,0.23422101,0.00000000,0.10198387,0.43626095
-2.15807904,2.07508391,0.39023462,1.52316922,0.00036043,0.03092822,0.22944178,0.00000000,0.09978266,0.44259576
-2.15207604,2.05036649,0.38132456,1.49627372,0.00033896,0.03083782,0.22398956,0.00000000,0.09786186,0.45036247
-2.14607304,2.02288655,0.37163563,1.46533392,0.00031901,0.03058677,0.21789950,0.00000000,0.09624990,0.45957577
-2.14007004,1.99286265,0.36121093,1.43050013,0.00030076,0.03017640,0.21122676,0.00000000,0.09497438,0.47024956
-2.13406703,1.96064487,0.35012452,1.39204168,0.00028442,0.02961258,0.20404596,0.00000000,0.09406254,0.48240068
-2.12806403,1.92672210,0.33848234,1.35035058,0.00027019,0.02890549,0.19644996,0.00000000,0.09354186,0.49605309
-2.12206103,1.89172425,0.32642166,1.30594037,0.00025833,0.02806930,0.18854807,0.00000000,0.09344074,0.51124241
-2.11605803,1.85641903,0.31410921,1.25943981,0.00024913,0.02712176,0.18046374,0.00000000,0.09378900,0.52802013
-2.11005503,1.82170268,0.30173774,1.21158164,0.00024290,0.02608364,0.17233172,0.00000000,0.09461840,0.54645726
-2.10405203,1.78858489,0.28952146,1.16318660,0.00024006,0.02497807,0.16429490,0.00000000,0.09596281,0.56664707
-2.09804902,1.75816780,0.27769018,1.11514325,0.00024108,0.02382992,0.15650078,0.00000000,0.09785815,0.58870641
-2.09204602,1.73161986,0.26648268,1.06838444,0.00024650,0.02266497,0.14909779,0.00000000,0.10034201,0.61277545
-2.08604302,1.71014516,0.25613932,1.02386110,0.00025700,0.02150926,0.14223148,0.00000000,0.10345285,0.63901563
-2.08004002,1.69494919,0.24689442,0.98251463,0.00027332,0.02038832,0.13604081,0.00000000,0.10722893,0.66760562
-2.07403702,1.68720218,0.23896846,0.94524870,0.00029632,0.01932650,0.13065456,0.00000000,0.11170675,0.69873540
-2.06803402,1.68800133,0.23256062,0.91290168,0.00032697,0.01834632,0.12618797,0.00000000,0.11691929,0.73259841
-2.06203102,1.69833317,0.22784181,0.88622066,0.00036636,0.01746799,0.12273977,0.00000000,0.12289394,0.76938221
-2.05602801,1.71903747,0.22494853,0.86583802,0.00041565,0.01670892,0.12038960,0.00000000,0.12965033,0.80925772
-2.05002501,1.75077401,0.22397775,0.85225138,0.00047611,0.01608344,0.11919599,0.00000000,0.13719797,0.85236762
-2.04402201,1.79399356,0.22498307,0.84580767,0.00054907,0.01560249,0.11919479,0.00000000,0.14553415,0.89881439
-2.03801901,1.84891404,0.22797218,0.84669175,0.00063590,0.01527363,0.12039836,0.00000000,0.15464181,0.94864850
-2.03201601,1.91550314,0.23290588,0.85492009,0.00073799,0.01510094,0.12279517,0.00000000,0.16448789,1.00185736
-2.02601301,1.99346783,0.23969856,0.87033953,0.00085667,0.01508518,0.12635020,0.00000000,0.17502199,1.05835558
-2.02001001,2.08225166,0.24822024,0.89263128,0.00099324,0.01522398,0.13100581,0.00000000,0.18617562,1.11797715
-2.01400700,2.18103982,0.25830002,0.92131981,0.00114883,0.01551211,0.13668329,0.00000000,0.19786203,1.18046995
-2.00800400,2.28877222,0.26973085,0.95578641,0.00132442,0.01594186,0.14328484,0.00000000,0.20997672,1.24549297
-2.00200100,2.40416398,0.28227547,0.99528688,0.00152070,0.01650338,0.15069610,0.00000000,0.22239867,1.31261661
-1.99599800,2.52573296,0.29567331,1.03897268,0.00173809,0.01718516,0.15878900,0.00000000,0.23499218,1.38132597
-1.98999500,2.65183322,0.30964800,1.08591469,0.00197661,0.01797449,0.16742497,0.00000000,0.24760939,1.45102736
-1.98399200,2.78069344,0.32391536,1.13512892,0.00223586,0.01885783,0.17645827,0.00000000,0.26009338,1.52105767
-1.97798899,2.91045868,0.33819146,1.18560303,0.00251493,0.01982132,0.18573945,0.00000000,0.27228166,1.59069632
-1.97198599,3.03923421,0.35220039,1.23632284,0.00281241,0.02085114,0.19511877,0.00000000,0.28400998,1.65917951
-1.96598299,3.16512976,0.36568168,1.28629792,0.00312632,0.02193385,0.20444952,0.00000000,0.29511635,1.72571609
-1.95997999,3.28630248,0.37839675,1.33458528,0.00345410,0.02305669,0.21359099,0.00000000,0.30544499,1.78950450
-1.95397699,3.40099742,0.39013447,1.38031047,0.00379262,0.02420781,0.22241123,0.00000000,0.31485015,1.84975036
-1.94797399,3.50758397,0.40071542,1.42268549,0.00413822,0.02537637,0.23078936,0.00000000,0.32319962,1.90568382
-1.94197099,3.60458728,0.40999483,1.46102288,0.00448675,0.02655269,0.23861734,0.00000000,0.33037777,1.95657644
-1.93596798,3.69071397,0.41786405,1.49474584,0.00483361,0.02772816,0.24580137,0.00000000,0.33628807,2.00175681
-1.92996498,3.76487144,0.42425069,1.52339422,0.00517390,0.02889524,0.25226265,0.00000000,0.34085499,2.04062479
-1.92396198,3.82618081,0.42911733,1.54662641,0.00550249,0.03004726,0.25793779,0.00000000,0.34402515,2.07266377
-1.91795898,3.87398349,0.43245909,1.56421749,0.00581416,0.03117829,0.26277858,0.00000000,0.34576793,2.09745097
-1.91195598,3.90784189,0.43430016,1.57605400,0.00610375,0.03228289,0.26675154,0.00000000,0.34607525,2.11466540
-1.90595298,3.92753475,0.43468958,1.58212590,0.00636628,0.03335585,0.26983701,0.00000000,0.34496091,2.12409366
-1.89994997,3.93304804,0.43369648,1.58251631,0.00659713,0.03439201,0.27202802,0.00000000,0.34245930,2.12563332
-1.89394697,3.92456217,0.43140517,1.57738983,0.00679216,0.03538596,0.27332901,0.00000000,0.33862366,2.11929411
-1.88794397,3.90243640,0.42791015,1.56697997,0.00694787,0.03633190,0.27375444,0.00000000,0.33352409,2.10519680
-1.88194097,3.86719137,0.42331153,1.55157642,0.00706147,0.03722344,0.27332735,0.00000000,0.32724521,2.08357008
-1.87593797,3.81949045,0.41771086,1.53151279,0.00713101,0.03805357,0.27207803,0.00000000,0.31988375,2.05474521
-1.86993497,3.76012058,0.41120770,1.50715517,0.00715544,0.03881456,0.27004277,0.00000000,0.31154607,2.01914887
-1.86393197,3.68997314,0.40389695,1.47889199,0.00713465,0.03949808,0.26726271,0.00000000,0.30234573,1.97729407
-1.85792896,3.61002516,0.39586700,1.44712537,0.00706947,0.04009528,0.26378291,0.00000000,0.29240111,1.92976942
-1.85192596,3.52132126,0.38719875,1.41226413,0.00696167,0.04059703,0.25965159,0.00000000,0.28183325,1.87722680
-1.84592296,3.42495631,0.37796547,1.37471843,0.00681388,0.04099413,0.25491945,0.00000000,0.27076381,1.82036782
-1.83991996,3.32205919,0.36823331,1.33489599,0.00662956,0.04127767,0.24963929,0.00000000,0.25931327,1.75992916
-1.83391696,3.21377736,0.35806242,1.29319979,0.00641289,0.04143938,0.24386567,0.00000000,0.24759940,1.69666729
-1.82791396,3.10126268,0.34750856,1.25002697,0.00616865,0.04147202,0.23765470,0.00000000,0.23573587,1.63134290
-1.82191096,2.98565834,0.33662490,1.20576876,0.00590214,0.04136974,0.23106393,0.00000000,0.22383116,1.56470542
-1.81590795,2.86808700,0.32546401,1.16081116,0.00561902,0.04112852,0.22415234,0.00000000,0.21198766,1.49747829
-1.80990495,2.74964041,0.31407985,1.11553620,0.00532525,0.04074645,0.21698029,0.00000000,0.20030105,1.43034534
-1.80390195,2.63137054,0.30252947,1.07032349,0.00502692,0.04022411,0.20960958,0.00000000,0.18885979,1.36393876
-1.79789895,2.51428236,0.29087458,1.02555185,0.00473019,0.03956474,0.20210345,0.00000000,0.17774488,1.29882920
-1.79189595,2.39932838,0.27918263,0.98160092,0.00444119,0.03877444,0.19452657,0.00000000,0.16702975,1.23551828
-1.78589295,2.28740505,0.26752753,0.93885244,0.00416597,0.03786223,0.18694505,0.00000000,0.15678035,1.17443371
-1.77988994,2.17935077,0.25598984,0.89769120,0.00391042,0.03684001,0.17942632,0.00000000,0.14705535,1.11592732
-1.77388694,2.07594563,0.24465652,0.85850540,0.00368023,0.03572248,0.17203905,0.00000000,0.13790642,1.06027574
-1.76788394,1.97791237,0.23362015,0.82168634,0.00348087,0.03452689,0.16485286,0.00000000,0.12937867,1.00768381
-1.76188094,1.88591831,0.22297779,0.78762729,0.00331755,0.03327273,0.15793803,0.00000000,0.12151104,0.95829017
-1.75587794,1.80057783,0.21282931,0.75672144,0.00319522,0.03198134,0.15136510,0.00000000,0.11433676,0.91217482
-1.74987494,1.72245466,0.20327549,0.72935882,0.00311851,0.03067546,0.14520421,0.00000000,0.10788377,0.86936794
-1.74387194,1.65206376,0.19441575,0.70592213,0.00309173,0.02937867,0.13952447,0.00000000,0.10217505,0.82985949
-1.73786893,1.58987197,0.18634578,0.68678143,0.00311878,0.02811485,0.13439305,0.00000000,0.09722894,0.79360895
-1.73186593,1.53629712,0.17915493,0.67228773,0.00320317,0.02690759,0.12987415,0.00000000,0.09305928,0.76055459
-1.72586293,1.49170540,0.17292365,0.66276554,0.00334788,0.02577957,0.12602782,0.00000000,0.08967543,0.73062175
-1.71985993,1.45640649,0.16772100,0.65850453,0.00355529,0.02475202,0.12290869,0.00000000,0.08708220,0.70372974
-1.71385693,1.43064698,0.16360225,0.65975057,0.00382710,0.02384412,0.12056455,0.00000000,0.08527966,0.67979699
-1.70785393,1.41460181,0.16060677,0.66669648,0.00416419,0.02307258,0.11903495,0.00000000,0.08426284,0.65874430
-1.70185093,1.40836471,0.15875628,0.67947279,0.00456650,0.02245114,0.11834972,0.00000000,0.08402134,0.64049626
-1.69584792,1.41193795,0.15805349,0.69813910,0.00503293,0.02199028,0.11852764,0.00000000,0.08453900,0.62498088
-1.68984492,1.42522242,0.15848129,0.72267650,0.00556121,0.02169694,0.11957524,0.00000000,0.08579349,0.61212785
-1.68384192,1.44800891,0.16000246,0.75298159,0.00614780,0.02157438,0.12148585,0.00000000,0.08775608,0.60186559
-1.67783892,1.47997171,0.16256015,0.78886258,0.00678781,0.02162215,0.12423886,0.00000000,0.09039147,0.59411785
-1.67183592,1.52066533,0.16607885,0.83003807,0.00747499,0.02183617,0.12779950,0.00000000,0.09365778,0.58880015
-1.66583292,1.56952533,0.17046622,0.87613878,0.00820169,0.02220891,0.13211894,0.00000000,0.09750688,0.58581661
-1.65982991,1.62587389,0.17561551,0.92671262,0.00895894,0.02272967,0.13713492,0.00000000,0.10188479,0.58505776
-1.65382691,1.68893054,0.18140858,0.98123315,0.00973653,0.02338500,0.14277284,0.00000000,0.10673247,0.58639945
-1.64782391,1.75782822,0.18771957,1.03911144,0.01052320,0.02415918,0.14894735,0.00000000,0.11198679,0.58970343
-1.64182091,1.83163442,0.19441889,1.09971107,0.01130679,0.02503477,0.15556446,0.00000000,0.11758176,0.59481950
-1.63581791,1.90937683,0.20137768,1.16236587,0.01207455,0.02599320,0.16252391,0.00000000,0.12344990,0.60158935
-1.62981491,1.99007259,0.20847225,1.22639978,0.01281343,0.02701548,0.16972202,0.00000000,0.12952384,0.60985182
-1.62381191,2.07275996,0.21558866,1.29114791,0.01351042,0.02808278,0.17705464,0.00000000,0.13573782,0.61944947
-1.61780890,2.15653089,0.22262695,1.35597821,0.01415286,0.02917716,0.18442021,0.00000000,0.14202935,0.63023583
-1.61180590,2.24056285,0.22950503,1.42031229,0.01472888,0.03028213,0.19172281,0.00000000,0.14834061,0.64208297
-1.60580290,2.32414818,0.23616199,1.48364477,0.01522768,0.03138325,0.19887495,0.00000000,0.15461980,0.65488877
-1.59979990,2.40671938,0.24256053,1.54555988,0.01563993,0.03246859,0.20580011,0.00000000,0.16082210,0.66858333
-1.59379690,2.48786862,0.24868859,1.60574443,0.01595797,0.03352913,0.21243479,0.00000000,0.16691043,0.68313398
-1.58779390,2.56736013,0.25455985,1.66399645,0.01617615,0.03455903,0.21873002,0.00000000,0.17285572,0.69854830
-1.58179090,2.64513471,0.26021319,1.72022881,0.01629094,0.03555577,0.22465221,0.00000000,0.17863689,0.71487495
-1.57578789,2.72130533,0.26571090,1.77446748,0.01630103,0.03652020,0.23018337,0.00000000,0.18424032,0.73220174
-1.56978489,2.79614406,0.27113593,1.82684443,0.01620741,0.03745636,0.23532064,0.00000000,0.18965904,0.75065113
-1.56378189,2.87006041,0.27658793,1.87758525,0.01601327,0.03837130,0.24007507,0.00000000,0.19489148,0.77037292
-1.55777889,2.94357184,0.28217850,1.92699214,0.01572389,0.03927463,0.24446992,0.00000000,0.19993996,0.79153457
-1.55177589,3.01726788,0.28802562,1.97542281,0.01534648,0.04017809,0.24853830,0.00000000,0.20480907,0.81430928
-1.54577289,3.09176926,0.29424760,2.02326653,0.01488987,0.04109493,0.25232052,0.00000000,0.20950381,0.83886250
-1.53976988,3.16768407,0.30095671,2.07091819,0.01436429,0.04203925,0.25586108,0.00000000,0.21402779,0.86533743
-1.53376688,3.24556306,0.30825280,2.11875195,0.01378099,0.04302531,0.25920561,0.00000000,0.21838157,0.89384022
-1.52776388,3.32585637,0.31621719,2.16709556,0.01315192,0.04406673,0.26239774,0.00000000,0.22256113,0.92442564
-1.52176088,3.40887382,0.32490707,2.21620678,0.01248937,0.04517582,0.26547627,0.00000000,0.22655664,0.95708402
-1.51575788,3.49475087,0.33435071,2.26625313,0.01180564,0.04636281,0.26847253,0.00000000,0.23035167,0.99173017
-1.50975488,3.58342207,0.34454368,2.31729587,0.01111271,0.04763519,0.27140829,0.00000000,0.23392273,1.02819505
-1.50375188,3.67460355,0.35544633,2.36927922,0.01042198,0.04899719,0.27429413,0.00000000,0.23723926,1.06622064
-1.49774887,3.76778547,0.36698254,2.42202536,0.00974400,0.05044926,0.27712841,0.00000000,0.24026421,1.10545860
-1.49174587,3.86223513,0.37904007,2.47523530,0.00908828,0.05198775,0.27989693,0.00000000,0.24295485,1.14547285
-1.48574287,3.95701073,0.39147227,2.52849589,0.00846313,0.05360474,0.28257323,0.00000000,0.24526417,1.18574632
-1.47973987,4.05098538,0.40410132,2.58129244,0.00787555,0.05528799,0.28511948,0.00000000,0.24714249,1.22569159
-1.47373687,4.14288035,0.41672278,2.63302642,0.00733118,0.05702111,0.28748798,0.00000000,0.24853935,1.26466530
-1.46773387,4.23130616,0.42911137,2.68303732,0.00683427,0.05878387,0.28962313,0.00000000,0.24940562,1.30198575
-1.46173087,4.31480986,0.44102778,2.73062774,0.00638770,0.06055271,0.29146386,0.00000000,0.24969556,1.33695303
-1.45572786,4.39192626,0.45222607,2.77509041,0.00599301,0.06230135,0.29294629,0.00000000,0.24936889,1.36887100
-1.44972486,4.46123105,0.46246169,2.81573593,0.00565052,0.06400165,0.29400654,0.00000000,0.24839273,1.39707019
-1.44372186,4.52139340,0.47149952,2.85191992,0.00535939,0.06562443,0.29458367,0.00000000,0.24674324,1.42093067
-1.43771886,4.57122587,0.47912177,2.88306844,0.00511774,0.06714054,0.29462245,0.00000000,0.24440699,1.43990395
-1.43171586,4.60972946,0.48513539,2.90870049,0.00492281,0.06852186,0.29407592,0.00000000,0.24138194,1.45353309
-1.42571286,4.63613199,0.48937866,2.92844676,0.00477103,0.06974234,0.29290773,0.00000000,0.23767799,1.46147000
-1.41970985,4.64991833,0.49172685,2.94206384,0.00465822,0.07077903,0.29109394,0.00000000,0.23331715,1.46348933
-1.41370685,4.65085129,0.49209655,2.94944345,0.00457970,0.07161300,0.28862449,0.00000000,0.22833318,1.45949842
-1.40770385,4.63898256,0.49044866,2.95061648,0.00453045,0.07223016,0.28550404,0.00000000,0.22277095,1.44954272
-1.40170085,4.61465340,0.48678994,2.94575181,0.00450520,0.07262191,0.28175236,0.00000000,0.21668533,1.43380661
-1.39569785,4.57848530,0.48117298,2.93515017,0.00449865,0.07278562,0.27740406,0.00000000,0.21013984,1.41260960
-1.38969485,4.53136130,0.47369476,2.91923353,0.00450552,0.07272486,0.27250793,0.00000000,0.20320504,1.38639795
-1.38369185,4.47439879,0.46449381,2.89853059,0.00452071,0.07244945,0.26712568,0.00000000,0.19595673,1.35573223
-1.37768884,4.40891518,0.45374614,2.87365913,0.00453941,0.07197521,0.26133030,0.00000000,0.18847411,1.32127119
-1.37168584,4.33638790,0.44166006,2.84530606,0.00455721,0.07132358,0.25520407,0.00000000,0.18083784,1.28375266
-1.36568284,4.25841041,0.42847020,2.81420609,0.00457016,0.07052092,0.24883629,0.00000000,0.17312827,1.24397215
-1.35967984,4.17664582,0.41443091,2.78111975,0.00457489,0.06959767,0.24232078,0.00000000,0.16542363,1.20276002
-1.35367684,4.09278004,0.39980924,2.74681175,0.00456861,0.06858734,0.23575335,0.00000000,0.15779853,1.16095797
-1.34767384,4.00847589,0.38487786,2.71203038,0.00454921,0.06752542,0.22922924,0.00000000,0.15032258,1.11939577
-1.34167084,3.92532982,0.36990805,2.67748860,0.00451524,0.06644816,0.22284059,0.00000000,0.14305925,1.07886887
-1.33566783,3.84483264,0.35516301,2.64384745,0.00446594,0.06539137,0.21667419,0.00000000,0.13606497,1.04011771
-1.32966483,3.76833518,0.34089170,2.61170217,0.00440119,0.06438923,0.21080935,0.00000000,0.12938857,1.00380936
-1.32366183,3.69702012,0.32732334,2.58157143,0.00432151,0.06347318,0.20531612,0.00000000,0.12307087,0.97052192
-1.31765883,3.63188033,0.31466280,2.55388985,0.00422799,0.06267092,0.20025385,0.00000000,0.11714461,0.94073214
-1.31165583,3.57370440,0.30308677,2.52900381,0.00412222,0.06200561,0.19567015,0.00000000,0.11163455,0.91480655
-1.30565283,3.52306935,0.29274106,2.50717070,0.00400624,0.06149519,0.19160018,0.00000000,0.10655782,0.89299624
-1.29964982,3.48034047,0.28373884,2.48856129,0.00388244,0.06115196,0.18806645,0.00000000,0.10192449,0.87543519
-1.29364682,3.44567810,0.27615990,2.47326510,0.00375346,0.06098240,0.18507897,0.00000000,0.09773826,0.86214233
-1.28764382,3.41905057,0.27005097,2.46129828,0.00362214,0.06098717,0.18263580,0.00000000,0.09399731,0.85302683
-1.28164082,3.40025280,0.26542692,2.45261380,0.00349142,0.06116134,0.18072392,0.00000000,0.09069523,0.84789653
-1.27563782,3.38892952,0.26227289,2.44711319,0.00336425,0.06149489,0.17932054,0.00000000,0.08782209,0.84646899
-1.26963482,3.38460206,0.26054716,2.44465942,0.00324354,0.06197328,0.17839450,0.00000000,0.08536540,0.84838480
-1.26363182,3.38669764,0.26018472,2.44509036,0.00313212,0.06257825,0.17790806,0.00000000,0.08331123,0.85322259
-1.25762881,3.39457987,0.26110128,2.44823205,0.00303264,0.06328874,0.17781865,0.00000000,0.08164512,0.86051518
-1.25162581,3.40757918,0.26319775,2.45391132,0.00294757,0.06408175,0.17808084,0.00000000,0.08035304,0.86976637
-1.24562281,3.42502215,0.26636488,2.46196710,0.00287917,0.06493341,0.17864820,0.00000000,0.07942212,0.88046772
-1.23961981,3.44625838,0.27048791,2.47225998,0.00282945,0.06581982,0.17947511,0.00000000,0.07884131,0.89211483
-1.23361681,3.47068408,0.27545116,2.48467955,0.00280019,0.06671801,0.18051842,0.00000000,0.07860178,0.90422257
